patcnty1,dsch_yr,mdc,mdc_desc,Discharges,AnnotationCode,AnnotationDesc
Butte,2014,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",2578,,
Butte,2014,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",3708,,
Butte,2014,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",3130,,
Butte,2014,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",947,,
Butte,2014,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",2937,,
Butte,2014,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",704,,
Butte,2014,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",830,,
Butte,2014,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",1285,,
Butte,2014,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",100,,
Butte,2014,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",370,,
Butte,2014,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",2621,,
Butte,2014,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,2553,,
Butte,2014,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",210,,
Butte,2014,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,186,,
Butte,2014,18,INFECTIOUS & PARASITIC DISEASES,4676,,
Butte,2014,19,MENTAL DISEASES & DISORDERS,1633,,
Butte,2014,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,231,,
Butte,2014,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",804,,
Butte,2014,22,BURNS,28,,
Butte,2014,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,573,,
Butte,2014,24,MULTIPLE SIGNFICANT TRAUMA,68,,
Butte,2014,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,17,,
Butte,2015,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",2083,,
Butte,2015,2,"EYE, DISEASES & DISORDERS",31,,
Butte,2015,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",301,,
Butte,2015,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",2485,,
Butte,2015,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",3996,,
Butte,2015,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",3013,,
Butte,2015,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",978,,
Butte,2015,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",3034,,
Butte,2015,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",618,,
Butte,2015,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",973,,
Butte,2015,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",1467,,
Butte,2015,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",98,,
Butte,2015,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",318,,
Butte,2015,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",2614,,
Butte,2015,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,2540,,
Butte,2015,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",224,,
Butte,2015,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,204,,
Butte,2015,18,INFECTIOUS & PARASITIC DISEASES,5085,,
Butte,2015,19,MENTAL DISEASES & DISORDERS,1468,,
Butte,2015,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,245,,
Butte,2015,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",821,,
Butte,2015,22,BURNS,25,,
Butte,2015,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,595,,
Butte,2015,24,MULTIPLE SIGNFICANT TRAUMA,68,,
Butte,2015,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,11,,
Butte,2016,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",2364,,
Butte,2016,2,"EYE, DISEASES & DISORDERS",41,,
Butte,2016,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",322,,
Butte,2016,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",2648,,
Butte,2016,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",4361,,
Butte,2016,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",3148,,
Butte,2016,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",947,,
Butte,2016,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",3207,,
Butte,2016,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",776,,
Butte,2016,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",993,,
Butte,2016,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",1498,,
Butte,2016,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",124,,
Butte,2016,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",298,,
Butte,2016,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",2665,,
Butte,2016,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,2570,,
Butte,2016,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",266,,
Butte,2016,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,210,,
Butte,2016,18,INFECTIOUS & PARASITIC DISEASES,4785,,
Butte,2016,19,MENTAL DISEASES & DISORDERS,1494,,
Butte,2016,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,220,,
Butte,2016,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",867,,
Butte,2016,22,BURNS,19,,
Butte,2016,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,377,,
Butte,2016,24,MULTIPLE SIGNFICANT TRAUMA,68,,
Butte,2016,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,14,,
Butte,2017,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",2460,,
Butte,2017,2,"EYE, DISEASES & DISORDERS",39,,
Butte,2017,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",281,,
Butte,2017,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",2901,,
Butte,2017,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",4322,,
Butte,2017,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",3040,,
Butte,2017,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",989,,
Butte,2017,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",3270,,
Butte,2017,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",726,,
Butte,2017,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",1129,,
Butte,2017,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",1720,,
Butte,2017,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",126,,
Butte,2017,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",282,,
Butte,2017,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",2539,,
Butte,2017,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,2483,,
Butte,2017,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",256,,
Butte,2017,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,187,,
Butte,2017,18,INFECTIOUS & PARASITIC DISEASES,4763,,
Butte,2017,19,MENTAL DISEASES & DISORDERS,1571,,
Butte,2017,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,291,,
Butte,2017,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",968,,
Butte,2017,22,BURNS,27,,
Butte,2017,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,379,,
Butte,2017,24,MULTIPLE SIGNFICANT TRAUMA,77,,
Butte,2017,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,17,,
Butte,2018,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",2330,,
Butte,2018,2,"EYE, DISEASES & DISORDERS",43,,
Butte,2018,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",315,,
Butte,2018,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",2909,,
Butte,2018,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",4394,,
Butte,2018,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",3161,,
Butte,2018,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",1027,,
Butte,2018,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",3409,,
Butte,2018,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",736,,
Butte,2018,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",1071,,
Butte,2018,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",1715,,
Butte,2018,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",138,,
Butte,2018,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",301,,
Butte,2018,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",2597,,
Butte,2018,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,2528,,
Butte,2018,16,"BLOOD, BLOOD FORMING ORGANS,IMMUNOLOGICAL, DISEASES & DISORDERS",215,,
Butte,2018,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,238,,
Butte,2018,18,INFECTIOUS & PARASITIC DISEASES,5135,,
Butte,2018,19,MENTAL DISEASES & DISORDERS,1437,,
Butte,2018,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,250,,
Butte,2018,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",1050,,
Butte,2018,22,BURNS,40,,
Butte,2018,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,317,,
Butte,2018,24,MULTIPLE SIGNFICANT TRAUMA,97,,
Butte,2018,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,16,,
Butte,2019,0,PRE-MDC,88,,
Butte,2019,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",2275,,
Butte,2019,2,"EYE, DISEASES & DISORDERS",35,,
Butte,2019,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",302,,
Butte,2019,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",2410,,
Butte,2019,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",4254,,
Butte,2019,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",2938,,
Butte,2019,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",951,,
Butte,2019,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",3211,,
Butte,2019,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",589,,
Butte,2019,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",1056,,
Butte,2019,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",1598,,
Butte,2019,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",148,,
Butte,2019,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",264,,
Butte,2019,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",2329,,
Butte,2019,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,2284,,
Butte,2019,16,"BLOOD, BLOOD FORMING ORGANS,IMMUNOLOGICAL, DISEASES & DISORDERS",201,,
Butte,2019,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,152,,
Butte,2019,18,INFECTIOUS & PARASITIC DISEASES,4992,,
Butte,2019,19,MENTAL DISEASES & DISORDERS,1126,,
Butte,2019,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,230,,
Butte,2019,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",973,,
Butte,2019,22,BURNS,26,,
Butte,2019,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,381,,
Butte,2019,24,MULTIPLE SIGNFICANT TRAUMA,87,,
Butte,2019,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,11,,
Butte,2020,0,PRE-MDC,62,,
Butte,2020,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",2024,,
Butte,2020,2,"EYE, DISEASES & DISORDERS",40,,
Butte,2020,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",256,,
Butte,2020,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",2031,,
Butte,2020,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",4014,,
Butte,2020,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",2695,,
Butte,2020,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",846,,
Butte,2020,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",2796,,
Butte,2020,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",571,,
Butte,2020,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",1013,,
Butte,2020,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",1384,,
Butte,2020,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",139,,
Butte,2020,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",245,,
Butte,2020,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",2092,,
Butte,2020,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,2066,,
Butte,2020,16,"BLOOD, BLOOD FORMING ORGANS,IMMUNOLOGICAL, DISEASES & DISORDERS",189,,
Butte,2020,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,184,,
Butte,2020,18,INFECTIOUS & PARASITIC DISEASES,4810,,
Butte,2020,19,MENTAL DISEASES & DISORDERS,1007,,
Butte,2020,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,260,,
Butte,2020,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",923,,
Butte,2020,22,BURNS,41,,
Butte,2020,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,312,,
Butte,2020,24,MULTIPLE SIGNFICANT TRAUMA,92,,
Butte,2020,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,4,,
Butte,2021,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",2121,,
Butte,2021,2,"EYE, DISEASES & DISORDERS",29,,
Butte,2021,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",217,,
Butte,2021,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",2516,,
Butte,2021,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",4260,,
Butte,2021,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",2666,,
Butte,2021,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",857,,
Butte,2021,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",2689,,
Butte,2021,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",578,,
Butte,2021,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",1018,,
Butte,2021,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",1467,,
Butte,2021,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",131,,
Butte,2021,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",211,,
Butte,2021,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",2187,,
Butte,2021,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,2184,,
Butte,2021,16,"BLOOD, BLOOD FORMING ORGANS,IMMUNOLOGICAL, DISEASES & DISORDERS",226,,
Butte,2021,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,182,,
Butte,2021,18,INFECTIOUS & PARASITIC DISEASES,4811,,
Butte,2021,19,MENTAL DISEASES & DISORDERS,1070,,
Butte,2021,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,248,,
Butte,2021,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",883,,
Butte,2021,22,BURNS,27,,
Butte,2021,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,358,,
Butte,2021,24,MULTIPLE SIGNFICANT TRAUMA,94,,
Butte,2021,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,3,,
Butte,2022,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",2096,,
Butte,2022,2,"EYE, DISEASES & DISORDERS",39,,
Butte,2022,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",236,,
Butte,2022,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",2491,,
Butte,2022,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",3771,,
Butte,2022,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",2419,,
Butte,2022,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",754,,
Butte,2022,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",2668,,
Butte,2022,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",472,,
Butte,2022,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",1054,,
Butte,2022,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",1400,,
Butte,2022,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",105,,
Butte,2022,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",166,,
Butte,2022,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",2093,,
Butte,2022,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,2032,,
Butte,2022,16,"BLOOD, BLOOD FORMING ORGANS,IMMUNOLOGICAL, DISEASES & DISORDERS",171,,
Butte,2022,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,216,,
Butte,2022,18,INFECTIOUS & PARASITIC DISEASES,4296,,
Butte,2022,19,MENTAL DISEASES & DISORDERS,874,,
Butte,2022,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,222,,
Butte,2022,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",814,,
Butte,2022,22,BURNS,28,,
Butte,2022,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,350,,
Butte,2022,24,MULTIPLE SIGNFICANT TRAUMA,95,,
Butte,2022,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,5,,
Butte,2023,0,PRE-MDC,1,,
Butte,2023,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",2173,,
Butte,2023,2,"EYE, DISEASES & DISORDERS",38,,
Butte,2023,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",262,,
Butte,2023,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",1977,,
Butte,2023,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",3751,,
Butte,2023,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",2263,,
Butte,2023,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",817,,
Butte,2023,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",2580,,
Butte,2023,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",488,,
Butte,2023,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",1111,,
Butte,2023,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",1448,,
Butte,2023,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",92,,
Butte,2023,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",213,,
Butte,2023,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",2160,,
Butte,2023,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,2109,,
Butte,2023,16,"BLOOD, BLOOD FORMING ORGANS,IMMUNOLOGICAL, DISEASES & DISORDERS",212,,
Butte,2023,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,242,,
Butte,2023,18,INFECTIOUS & PARASITIC DISEASES,4594,,
Butte,2023,19,MENTAL DISEASES & DISORDERS,924,,
Butte,2023,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,300,,
Butte,2023,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",795,,
Butte,2023,22,BURNS,40,,
Butte,2023,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,358,,
Butte,2023,24,MULTIPLE SIGNFICANT TRAUMA,103,,
Butte,2023,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,13,,
Calaveras,2012,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",343,,
Calaveras,2012,2,"EYE, DISEASES & DISORDERS",10,,
Calaveras,2012,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",36,,
Calaveras,2012,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",499,,
Calaveras,2012,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",732,,
Calaveras,2012,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",465,,
Calaveras,2012,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",142,,
Calaveras,2012,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",668,,
Calaveras,2012,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",125,,
Calaveras,2012,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",119,,
Calaveras,2012,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",195,,
Calaveras,2012,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",20,,
Calaveras,2012,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",78,,
Calaveras,2012,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",368,,
Calaveras,2012,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,353,,
Calaveras,2012,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",31,,
Calaveras,2012,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,38,,
Calaveras,2012,18,INFECTIOUS & PARASITIC DISEASES,309,,
Calaveras,2012,19,MENTAL DISEASES & DISORDERS,170,,
Calaveras,2012,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,31,,
Calaveras,2012,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",111,,
Calaveras,2012,22,BURNS,10,,
Calaveras,2012,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,111,,
Calaveras,2012,24,MULTIPLE SIGNFICANT TRAUMA,20,,
Calaveras,2012,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,2,,
Calaveras,2013,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",311,,
Calaveras,2013,2,"EYE, DISEASES & DISORDERS",4,,
Calaveras,2013,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",38,,
Calaveras,2013,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",455,,
Calaveras,2013,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",672,,
Calaveras,2013,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",435,,
Calaveras,2013,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",153,,
Calaveras,2013,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",649,,
Calaveras,2013,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",106,,
Calaveras,2013,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",137,,
Calaveras,2013,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",196,,
Calaveras,2013,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",20,,
Calaveras,2013,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",64,,
Calaveras,2013,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",359,,
Calaveras,2013,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,345,,
Calaveras,2013,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",40,,
Calaveras,2013,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,47,,
Calaveras,2013,18,INFECTIOUS & PARASITIC DISEASES,361,,
Calaveras,2013,19,MENTAL DISEASES & DISORDERS,160,,
Calaveras,2013,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,33,,
Calaveras,2013,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",86,,
Calaveras,2013,22,BURNS,5,,
Calaveras,2013,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,74,,
Calaveras,2013,24,MULTIPLE SIGNFICANT TRAUMA,18,,
Calaveras,2013,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,5,,
Calaveras,2014,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",290,,
