patcnty1,dsch_yr,disp1,Discharges
Inyo,2017,Rehab,15
Inyo,2017,Residential Care facility,9
Inyo,2017,Routine (Home),1291
Inyo,2017,Skilled Nursing/Intermediate Care (SN/IC),163
Inyo,2018,Acute Care,68
Inyo,2018,Childrens_or_Cancer,4
Inyo,2018,Critical Access Hospital,7
Inyo,2018,Died,33
Inyo,2018,Home Health Service,56
Inyo,2018,Hospice_Care,7
Inyo,2018,Left Against Medical Advice,19
Inyo,2018,Not_Defined_Elsewhere,11
Inyo,2018,Other,5
Inyo,2018,Prison/Jail,3
Inyo,2018,Psychiatric_Care,2
Inyo,2018,Rehab,17
Inyo,2018,Residential Care facility,10
Inyo,2018,Routine (Home),1207
Inyo,2018,Skilled Nursing/Intermediate Care (SN/IC),212
Inyo,2019,Acute Care,58
Inyo,2019,Childrens_or_Cancer,3
Inyo,2019,Critical Access Hospital,19
Inyo,2019,Died,40
Inyo,2019,Home Health Service,125
Inyo,2019,Hospice_Care,11
Inyo,2019,Left Against Medical Advice,23
Inyo,2019,Not_Defined_Elsewhere,53
Inyo,2019,Psychiatric_Care,2
Inyo,2019,Rehab,18
Inyo,2019,Residential Care facility,2
Inyo,2019,Routine (Home),1264
Inyo,2019,Skilled Nursing/Intermediate Care (SN/IC),185
Inyo,2020,Acute Care,30
Inyo,2020,Childrens_or_Cancer,4
Inyo,2020,Critical Access Hospital,24
Inyo,2020,Died,33
Inyo,2020,Home Health Service,156
Inyo,2020,Hospice_Care,6
Inyo,2020,Left Against Medical Advice,15
Inyo,2020,Not_Defined_Elsewhere,29
Inyo,2020,Other,1
Inyo,2020,Prison/Jail,3
Inyo,2020,Psychiatric_Care,2
Inyo,2020,Rehab,21
Inyo,2020,Residential Care facility,1
Inyo,2020,Routine (Home),1083
Inyo,2020,Skilled Nursing/Intermediate Care (SN/IC),151
Inyo,2021,Acute Care,31
Inyo,2021,Childrens_or_Cancer,1
Inyo,2021,Critical Access Hospital,11
Inyo,2021,Died,36
Inyo,2021,Home Health Service,90
Inyo,2021,Hospice_Care,8
Inyo,2021,Left Against Medical Advice,19
Inyo,2021,Not_Defined_Elsewhere,19
Inyo,2021,Other,1
Inyo,2021,Prison/Jail,1
Inyo,2021,Rehab,13
Inyo,2021,Residential Care facility,2
Inyo,2021,Routine (Home),1003
Inyo,2021,Skilled Nursing/Intermediate Care (SN/IC),97
Inyo,2022,Acute Care,57
Inyo,2022,Childrens_or_Cancer,1
Inyo,2022,Died,27
Inyo,2022,Home Health Service,64
Inyo,2022,Hospice_Care,12
Inyo,2022,Left Against Medical Advice,17
Inyo,2022,Not_Defined_Elsewhere,1
Inyo,2022,Other,1
Inyo,2022,Prison/Jail,1
Inyo,2022,Psychiatric_Care,5
Inyo,2022,Rehab,19
Inyo,2022,Routine (Home),887
Inyo,2022,Skilled Nursing/Intermediate Care (SN/IC),105
Inyo,2023,Acute Care,62
Inyo,2023,Died,32
Inyo,2023,Home Health Service,42
Inyo,2023,Hospice_Care,7
Inyo,2023,Left Against Medical Advice,13
Inyo,2023,Prison/Jail,1
Inyo,2023,Rehab,15
Inyo,2023,Residential Care facility,3
Inyo,2023,Routine (Home),878
Inyo,2023,Skilled Nursing/Intermediate Care (SN/IC),131
Kern,2012,Acute Care at another hospital,1822
Kern,2012,Acute Care within the admitting hospital,115
Kern,2012,Died,1513
Kern,2012,Home Health Service,4415
Kern,2012,Invalid,6
Kern,2012,Left Against Medical Advice,1208
Kern,2012,Other,178
Kern,2012,Other Care (not SN/IC) at another hospital,1620
Kern,2012,Other Care with the admitting hospital,142
Kern,2012,Prison/Jail,2232
Kern,2012,Residential Care facility,285
Kern,2012,Routine (Home),75107
Kern,2012,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,151
Kern,2012,SN/IC at another facility,4990
Kern,2013,Acute Care at another hospital,1631
Kern,2013,Acute Care within the admitting hospital,114
Kern,2013,Died,1555
Kern,2013,Home Health Service,4354
Kern,2013,Invalid,10
Kern,2013,Left Against Medical Advice,1150
Kern,2013,Other,214
Kern,2013,Other Care (not SN/IC) at another hospital,1687
Kern,2013,Other Care with the admitting hospital,145
Kern,2013,Prison/Jail,1990
Kern,2013,Residential Care facility,262
Kern,2013,Routine (Home),72141
Kern,2013,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,260
Kern,2013,SN/IC at another facility,4772
Kern,2014,Acute Care at another hospital,1833
Kern,2014,Acute Care within the admitting hospital,120
Kern,2014,Died,1544
Kern,2014,Home Health Service,4894
Kern,2014,Invalid,9
Kern,2014,Left Against Medical Advice,1204
Kern,2014,Other,250
Kern,2014,Other Care (not SN/IC) at another hospital,1741
Kern,2014,Other Care with the admitting hospital,187
Kern,2014,Prison/Jail,1969
Kern,2014,Residential Care facility,226
Kern,2014,Routine (Home),72048
Kern,2014,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,327
Kern,2014,SN/IC at another facility,4947
Kern,2015,Acute Care,1596
Kern,2015,Childrens_or_Cancer,202
Kern,2015,Critical Access Hospital,29
Kern,2015,Died,1572
Kern,2015,Home Health Service,4896
Kern,2015,Hospice_Care,903
Kern,2015,Invalid or Blank,16
Kern,2015,Left Against Medical Advice,1344
Kern,2015,Not_Defined_Elsewhere,115
Kern,2015,Other,42
Kern,2015,Prison/Jail,1507
Kern,2015,Psychiatric_Care,130
Kern,2015,Rehab,1657
Kern,2015,Residential Care facility,224
Kern,2015,Routine (Home),70276
Kern,2015,Skilled Nursing/Intermediate Care (SN/IC),4681
Kern,2016,Acute Care,1690
Kern,2016,Childrens_or_Cancer,192
Kern,2016,Critical Access Hospital,20
Kern,2016,Died,1636
Kern,2016,Home Health Service,6200
Kern,2016,Hospice_Care,1020
Kern,2016,Invalid or Blank,8
Kern,2016,Left Against Medical Advice,1476
Kern,2016,Not_Defined_Elsewhere,183
Kern,2016,Other,31
Kern,2016,Prison/Jail,1208
Kern,2016,Psychiatric_Care,146
Kern,2016,Rehab,1765
Kern,2016,Residential Care facility,183
Kern,2016,Routine (Home),70712
Kern,2016,Skilled Nursing/Intermediate Care (SN/IC),4901
Kern,2017,Acute Care,1760
Kern,2017,Childrens_or_Cancer,175
Kern,2017,Critical Access Hospital,18
Kern,2017,Died,1808
Kern,2017,Home Health Service,5984
Kern,2017,Hospice_Care,945
Kern,2017,Invalid or Blank,9
Kern,2017,Left Against Medical Advice,1529
Kern,2017,Not_Defined_Elsewhere,166
Kern,2017,Other,8
Kern,2017,Prison/Jail,1051
Kern,2017,Psychiatric_Care,156
Kern,2017,Rehab,1753
Kern,2017,Residential Care facility,129
Kern,2017,Routine (Home),70303
Kern,2017,Skilled Nursing/Intermediate Care (SN/IC),5203
Kern,2018,Acute Care,1707
Kern,2018,Childrens_or_Cancer,103
Kern,2018,Critical Access Hospital,18
Kern,2018,Died,1740
Kern,2018,Home Health Service,6124
Kern,2018,Hospice_Care,968
Kern,2018,Invalid or Blank,6
Kern,2018,Left Against Medical Advice,1473
Kern,2018,Not_Defined_Elsewhere,145
Kern,2018,Other,12
Kern,2018,Prison/Jail,934
Kern,2018,Psychiatric_Care,131
Kern,2018,Rehab,1544
Kern,2018,Residential Care facility,115
Kern,2018,Routine (Home),66708
Kern,2018,Skilled Nursing/Intermediate Care (SN/IC),5402
Kern,2019,Acute Care,1735
Kern,2019,Childrens_or_Cancer,121
Kern,2019,Critical Access Hospital,16
Kern,2019,Died,1744
Kern,2019,Home Health Service,6943
Kern,2019,Hospice_Care,1106
Kern,2019,Invalid or Blank,3
Kern,2019,Left Against Medical Advice,1627
Kern,2019,Not_Defined_Elsewhere,239
Kern,2019,Other,12
Kern,2019,Prison/Jail,923
Kern,2019,Psychiatric_Care,130
Kern,2019,Rehab,1520
Kern,2019,Residential Care facility,153
Kern,2019,Routine (Home),67017
Kern,2019,Skilled Nursing/Intermediate Care (SN/IC),6080
Kern,2020,Acute Care,1660
Kern,2020,Childrens_or_Cancer,128
Kern,2020,Critical Access Hospital,8
Kern,2020,Died,2362
Kern,2020,Disaster_Care_Site,2
Kern,2020,Home Health Service,7227
Kern,2020,Hospice_Care,1104
Kern,2020,Invalid or Blank,2
Kern,2020,Left Against Medical Advice,2106
Kern,2020,Not_Defined_Elsewhere,238
Kern,2020,Other,11
Kern,2020,Prison/Jail,598
Kern,2020,Psychiatric_Care,170
Kern,2020,Rehab,1370
Kern,2020,Residential Care facility,203
Kern,2020,Routine (Home),61300
Kern,2020,Skilled Nursing/Intermediate Care (SN/IC),4878
Kern,2021,Acute Care,1797
Kern,2021,Childrens_or_Cancer,157
Kern,2021,Critical Access Hospital,13
Kern,2021,Died,2943
Kern,2021,Disaster_Care_Site,1
Kern,2021,Home Health Service,6744
Kern,2021,Hospice_Care,1224
Kern,2021,Invalid or Blank,8
Kern,2021,Left Against Medical Advice,2245
Kern,2021,Not_Defined_Elsewhere,104
Kern,2021,Other,8
Kern,2021,Prison/Jail,604
Kern,2021,Psychiatric_Care,218
Kern,2021,Rehab,1302
Kern,2021,Residential Care facility,214
Kern,2021,Routine (Home),63562
Kern,2021,Skilled Nursing/Intermediate Care (SN/IC),5231
Kern,2022,Acute Care,1724
Kern,2022,Childrens_or_Cancer,128
Kern,2022,Critical Access Hospital,7
Kern,2022,Died,2139
Kern,2022,Home Health Service,7338
Kern,2022,Hospice_Care,1271
Kern,2022,Invalid or Blank,3
Kern,2022,Left Against Medical Advice,2127
Kern,2022,Not_Defined_Elsewhere,100
Kern,2022,Other,12
Kern,2022,Prison/Jail,748
Kern,2022,Psychiatric_Care,179
Kern,2022,Rehab,1491
Kern,2022,Residential Care facility,293
Kern,2022,Routine (Home),62188
Kern,2022,Skilled Nursing/Intermediate Care (SN/IC),5121
Kern,2023,Acute Care,1848
Kern,2023,Childrens_or_Cancer,124
Kern,2023,Critical Access Hospital,4
Kern,2023,Died,1968
Kern,2023,Home Health Service,7379
Kern,2023,Hospice_Care,1268
Kern,2023,Invalid or Blank,6
Kern,2023,Left Against Medical Advice,2192
Kern,2023,Not_Defined_Elsewhere,142
Kern,2023,Other,15
Kern,2023,Prison/Jail,668
Kern,2023,Psychiatric_Care,171
Kern,2023,Rehab,1784
Kern,2023,Residential Care facility,171
Kern,2023,Routine (Home),62459
Kern,2023,Skilled Nursing/Intermediate Care (SN/IC),5622
Kings,2012,Acute Care at another hospital,348
Kings,2012,Acute Care within the admitting hospital,30
Kings,2012,Died,301
Kings,2012,Home Health Service,980
Kings,2012,Invalid,3
Kings,2012,Left Against Medical Advice,181
Kings,2012,Other,16
Kings,2012,Other Care (not SN/IC) at another hospital,126
Kings,2012,Other Care with the admitting hospital,56
Kings,2012,Prison/Jail,900
Kings,2012,Residential Care facility,49
Kings,2012,Routine (Home),11136
Kings,2012,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,39
Kings,2012,SN/IC at another facility,655
Kings,2013,Acute Care at another hospital,345
Kings,2013,Acute Care within the admitting hospital,24
Kings,2013,Died,289
Kings,2013,Home Health Service,994
Kings,2013,Left Against Medical Advice,121
Kings,2013,Other,30
Kings,2013,Other Care (not SN/IC) at another hospital,120
Kings,2013,Other Care with the admitting hospital,59
Kings,2013,Prison/Jail,530
Kings,2013,Residential Care facility,33
Kings,2013,Routine (Home),10685
Kings,2013,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,63
Kings,2013,SN/IC at another facility,680
Kings,2014,Acute Care at another hospital,306
Kings,2014,Acute Care within the admitting hospital,17
Kings,2014,Died,291
Kings,2014,Home Health Service,884
Kings,2014,Left Against Medical Advice,124
Kings,2014,Other,63
Kings,2014,Other Care (not SN/IC) at another hospital,103
Kings,2014,Other Care with the admitting hospital,68
Kings,2014,Prison/Jail,416
Kings,2014,Residential Care facility,21
Kings,2014,Routine (Home),10733
Kings,2014,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,36
Kings,2014,SN/IC at another facility,626
Kings,2015,Acute Care,267
Kings,2015,Childrens_or_Cancer,125
Kings,2015,Died,265
Kings,2015,Home Health Service,1068
Kings,2015,Hospice_Care,97
Kings,2015,Invalid or Blank,3
Kings,2015,Left Against Medical Advice,151
Kings,2015,Not_Defined_Elsewhere,9
Kings,2015,Other,15
Kings,2015,Prison/Jail,157
Kings,2015,Psychiatric_Care,14
Kings,2015,Rehab,110
Kings,2015,Residential Care facility,18
Kings,2015,Routine (Home),10935
Kings,2015,Skilled Nursing/Intermediate Care (SN/IC),685
Kings,2016,Acute Care,272
Kings,2016,Childrens_or_Cancer,145
Kings,2016,Critical Access Hospital,4
Kings,2016,Died,257
Kings,2016,Home Health Service,1249
Kings,2016,Hospice_Care,107
Kings,2016,Invalid or Blank,6
Kings,2016,Left Against Medical Advice,172
Kings,2016,Not_Defined_Elsewhere,8
Kings,2016,Other,17
Kings,2016,Prison/Jail,265
Kings,2016,Psychiatric_Care,9
Kings,2016,Rehab,125
Kings,2016,Residential Care facility,19
Kings,2016,Routine (Home),10211
Kings,2016,Skilled Nursing/Intermediate Care (SN/IC),779
Kings,2017,Acute Care,317
Kings,2017,Childrens_or_Cancer,146
Kings,2017,Critical Access Hospital,8
Kings,2017,Died,299
Kings,2017,Home Health Service,1236
Kings,2017,Hospice_Care,99
Kings,2017,Invalid or Blank,2
Kings,2017,Left Against Medical Advice,177
Kings,2017,Not_Defined_Elsewhere,25
Kings,2017,Other,9
Kings,2017,Prison/Jail,594
Kings,2017,Psychiatric_Care,14
Kings,2017,Rehab,140
Kings,2017,Residential Care facility,27
Kings,2017,Routine (Home),10828
Kings,2017,Skilled Nursing/Intermediate Care (SN/IC),964
Kings,2018,Acute Care,290
Kings,2018,Childrens_or_Cancer,132
Kings,2018,Critical Access Hospital,8
Kings,2018,Died,257
Kings,2018,Home Health Service,1310
Kings,2018,Hospice_Care,112
Kings,2018,Left Against Medical Advice,153
Kings,2018,Not_Defined_Elsewhere,12
Kings,2018,Other,5
Kings,2018,Prison/Jail,503
Kings,2018,Psychiatric_Care,14
Kings,2018,Rehab,130
Kings,2018,Residential Care facility,22
Kings,2018,Routine (Home),9951
Kings,2018,Skilled Nursing/Intermediate Care (SN/IC),904
Kings,2019,Acute Care,273
Kings,2019,Childrens_or_Cancer,80
Kings,2019,Critical Access Hospital,6
Kings,2019,Died,271
Kings,2019,Home Health Service,1532
Kings,2019,Hospice_Care,130
Kings,2019,Invalid or Blank,4
Kings,2019,Left Against Medical Advice,159
Kings,2019,Not_Defined_Elsewhere,10
Kings,2019,Other,3
Kings,2019,Prison/Jail,508
Kings,2019,Psychiatric_Care,16
Kings,2019,Rehab,116
Kings,2019,Residential Care facility,27
Kings,2019,Routine (Home),9919
Kings,2019,Skilled Nursing/Intermediate Care (SN/IC),1003
Kings,2020,Acute Care,315
Kings,2020,Childrens_or_Cancer,79
Kings,2020,Critical Access Hospital,6
Kings,2020,Died,359
Kings,2020,Home Health Service,1631
Kings,2020,Hospice_Care,151
Kings,2020,Left Against Medical Advice,226
Kings,2020,Not_Defined_Elsewhere,19
Kings,2020,Other,6
Kings,2020,Prison/Jail,420
Kings,2020,Psychiatric_Care,11
Kings,2020,Rehab,102
Kings,2020,Residential Care facility,16
Kings,2020,Routine (Home),9266
Kings,2020,Skilled Nursing/Intermediate Care (SN/IC),795
Kings,2021,Acute Care,248
Kings,2021,Childrens_or_Cancer,81
Kings,2021,Critical Access Hospital,3
Kings,2021,Died,491
Kings,2021,Home Health Service,1760
Kings,2021,Hospice_Care,214
Kings,2021,Invalid or Blank,1
Kings,2021,Left Against Medical Advice,249
Kings,2021,Not_Defined_Elsewhere,21
Kings,2021,Other,3
Kings,2021,Prison/Jail,387
Kings,2021,Psychiatric_Care,17
Kings,2021,Rehab,109
Kings,2021,Residential Care facility,23
Kings,2021,Routine (Home),9134
Kings,2021,Skilled Nursing/Intermediate Care (SN/IC),855
Kings,2022,Acute Care,292
Kings,2022,Childrens_or_Cancer,92
Kings,2022,Critical Access Hospital,4
Kings,2022,Died,329
Kings,2022,Home Health Service,1997
Kings,2022,Hospice_Care,230
Kings,2022,Invalid or Blank,7
Kings,2022,Left Against Medical Advice,248
Kings,2022,Not_Defined_Elsewhere,7
Kings,2022,Other,9
Kings,2022,Prison/Jail,527
Kings,2022,Psychiatric_Care,14
Kings,2022,Rehab,146
Kings,2022,Residential Care facility,35
Kings,2022,Routine (Home),8588
Kings,2022,Skilled Nursing/Intermediate Care (SN/IC),927
Kings,2023,Acute Care,270
Kings,2023,Childrens_or_Cancer,102
Kings,2023,Died,258
Kings,2023,Home Health Service,1723
Kings,2023,Hospice_Care,181
Kings,2023,Invalid or Blank,1
Kings,2023,Left Against Medical Advice,208
Kings,2023,Not_Defined_Elsewhere,6
Kings,2023,Other,3
Kings,2023,Prison/Jail,513
Kings,2023,Psychiatric_Care,23
Kings,2023,Rehab,151
Kings,2023,Residential Care facility,26
Kings,2023,Routine (Home),8356
Kings,2023,Skilled Nursing/Intermediate Care (SN/IC),832
Lake,2012,Acute Care at another hospital,387
Lake,2012,Acute Care within the admitting hospital,13
Lake,2012,Died,211
Lake,2012,Home Health Service,1017
Lake,2012,Invalid,1
Lake,2012,Left Against Medical Advice,131
Lake,2012,Other,18
Lake,2012,Other Care (not SN/IC) at another hospital,54
Lake,2012,Other Care with the admitting hospital,65
Lake,2012,Prison/Jail,9
Lake,2012,Residential Care facility,43
Lake,2012,Routine (Home),6320
Lake,2012,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,121
Lake,2012,SN/IC at another facility,704
Lake,2013,Acute Care at another hospital,394
Lake,2013,Acute Care within the admitting hospital,11
Lake,2013,Died,208
Lake,2013,Home Health Service,949
Lake,2013,Left Against Medical Advice,115
Lake,2013,Other,9
Lake,2013,Other Care (not SN/IC) at another hospital,70
Lake,2013,Other Care with the admitting hospital,42
Lake,2013,Prison/Jail,9
Lake,2013,Residential Care facility,44
Lake,2013,Routine (Home),6270
Lake,2013,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,78
Lake,2013,SN/IC at another facility,790
Lake,2014,Acute Care at another hospital,331
Lake,2014,Acute Care within the admitting hospital,17
Lake,2014,Died,188
Lake,2014,Home Health Service,774
Lake,2014,Invalid,7
Lake,2014,Left Against Medical Advice,119
Lake,2014,Other,8
Lake,2014,Other Care (not SN/IC) at another hospital,71
Lake,2014,Other Care with the admitting hospital,40
Lake,2014,Prison/Jail,17
Lake,2014,Residential Care facility,45
Lake,2014,Routine (Home),5861
Lake,2014,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,57
Lake,2014,SN/IC at another facility,839
Lake,2015,Acute Care,365
Lake,2015,Childrens_or_Cancer,15
Lake,2015,Critical Access Hospital,7
Lake,2015,Died,272
Lake,2015,Home Health Service,808
Lake,2015,Hospice_Care,94
Lake,2015,Invalid or Blank,2
Lake,2015,Left Against Medical Advice,97
Lake,2015,Not_Defined_Elsewhere,11
Lake,2015,Other,15
Lake,2015,Prison/Jail,8
Lake,2015,Psychiatric_Care,28
Lake,2015,Rehab,64
Lake,2015,Residential Care facility,12
Lake,2015,Routine (Home),5836
Lake,2015,Skilled Nursing/Intermediate Care (SN/IC),941
Lake,2016,Acute Care,400
Lake,2016,Childrens_or_Cancer,3
Lake,2016,Critical Access Hospital,5
Lake,2016,Died,243
Lake,2016,Home Health Service,853
Lake,2016,Hospice_Care,92
Lake,2016,Invalid or Blank,1
Lake,2016,Left Against Medical Advice,132
Lake,2016,Not_Defined_Elsewhere,11
Lake,2016,Other,6
Lake,2016,Prison/Jail,8
Lake,2016,Psychiatric_Care,30
Lake,2016,Rehab,72
Lake,2016,Residential Care facility,19
Lake,2016,Routine (Home),6109
Lake,2016,Skilled Nursing/Intermediate Care (SN/IC),865
Lake,2017,Acute Care,496
Lake,2017,Childrens_or_Cancer,3
Lake,2017,Critical Access Hospital,4
Lake,2017,Died,229
Lake,2017,Home Health Service,895
Lake,2017,Hospice_Care,134
Lake,2017,Left Against Medical Advice,157
Lake,2017,Not_Defined_Elsewhere,8
Lake,2017,Prison/Jail,9
Lake,2017,Psychiatric_Care,29
Lake,2017,Rehab,66
Lake,2017,Residential Care facility,14
Lake,2017,Routine (Home),6031
Lake,2017,Skilled Nursing/Intermediate Care (SN/IC),973
Lake,2018,Acute Care,448
Lake,2018,Childrens_or_Cancer,6
Lake,2018,Critical Access Hospital,6
Lake,2018,Died,241
Lake,2018,Home Health Service,907
Lake,2018,Hospice_Care,134
Lake,2018,Invalid or Blank,1
Lake,2018,Left Against Medical Advice,185
Lake,2018,Not_Defined_Elsewhere,9
Lake,2018,Prison/Jail,8
Lake,2018,Psychiatric_Care,23
Lake,2018,Rehab,69
Lake,2018,Residential Care facility,22
Lake,2018,Routine (Home),5933
Lake,2018,Skilled Nursing/Intermediate Care (SN/IC),916
Lake,2019,Acute Care,465
Lake,2019,Childrens_or_Cancer,5
Lake,2019,Critical Access Hospital,4
Lake,2019,Died,269
Lake,2019,Home Health Service,1012
Lake,2019,Hospice_Care,123
Lake,2019,Invalid or Blank,1
Lake,2019,Left Against Medical Advice,147
Lake,2019,Not_Defined_Elsewhere,8
Lake,2019,Prison/Jail,8
Lake,2019,Psychiatric_Care,16
Lake,2019,Rehab,69
Lake,2019,Residential Care facility,14
Lake,2019,Routine (Home),5723
Lake,2019,Skilled Nursing/Intermediate Care (SN/IC),976
Lake,2020,Acute Care,419
Lake,2020,Childrens_or_Cancer,3
Lake,2020,Critical Access Hospital,5
Lake,2020,Died,207
Lake,2020,Home Health Service,1104
Lake,2020,Hospice_Care,113
Lake,2020,Left Against Medical Advice,162
Lake,2020,Not_Defined_Elsewhere,8
Lake,2020,Prison/Jail,10
Lake,2020,Psychiatric_Care,12
Lake,2020,Rehab,77
Lake,2020,Residential Care facility,22
Lake,2020,Routine (Home),4741
Lake,2020,Skilled Nursing/Intermediate Care (SN/IC),763
Lake,2021,Acute Care,454
Lake,2021,Childrens_or_Cancer,4
Lake,2021,Critical Access Hospital,5
Lake,2021,Died,268
Lake,2021,Home Health Service,1148
Lake,2021,Hospice_Care,126
Lake,2021,Left Against Medical Advice,177
Lake,2021,Not_Defined_Elsewhere,13
Lake,2021,Prison/Jail,6
Lake,2021,Psychiatric_Care,8
Lake,2021,Rehab,66
Lake,2021,Residential Care facility,17
Lake,2021,Routine (Home),4788
Lake,2021,Skilled Nursing/Intermediate Care (SN/IC),910
Lake,2022,Acute Care,414
Lake,2022,Childrens_or_Cancer,4
Lake,2022,Critical Access Hospital,3
Lake,2022,Died,281
Lake,2022,Home Health Service,1051
Lake,2022,Hospice_Care,102
Lake,2022,Left Against Medical Advice,171
Lake,2022,Not_Defined_Elsewhere,9
Lake,2022,Other,1
Lake,2022,Prison/Jail,4
Lake,2022,Psychiatric_Care,10
Lake,2022,Rehab,67
Lake,2022,Residential Care facility,14
Lake,2022,Routine (Home),4757
Lake,2022,Skilled Nursing/Intermediate Care (SN/IC),909
Lake,2023,Acute Care,409
Lake,2023,Critical Access Hospital,6
Lake,2023,Died,245
Lake,2023,Home Health Service,966
Lake,2023,Hospice_Care,108
Lake,2023,Invalid or Blank,1
Lake,2023,Left Against Medical Advice,192
Lake,2023,Not_Defined_Elsewhere,16
Lake,2023,Other,2
Lake,2023,Prison/Jail,16
Lake,2023,Psychiatric_Care,16
Lake,2023,Rehab,65
Lake,2023,Residential Care facility,13
Lake,2023,Routine (Home),4841
Lake,2023,Skilled Nursing/Intermediate Care (SN/IC),981
Lassen,2012,Acute Care at another hospital,130
Lassen,2012,Acute Care within the admitting hospital,3
Lassen,2012,Died,39
Lassen,2012,Home Health Service,116
Lassen,2012,Left Against Medical Advice,13
Lassen,2012,Other,8
Lassen,2012,Other Care (not SN/IC) at another hospital,9
Lassen,2012,Other Care with the admitting hospital,3
Lassen,2012,Prison/Jail,50
Lassen,2012,Residential Care facility,3
Lassen,2012,Routine (Home),1523
Lassen,2012,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,17
Lassen,2012,SN/IC at another facility,125
Lassen,2013,Acute Care at another hospital,115
Lassen,2013,Acute Care within the admitting hospital,4
Lassen,2013,Died,37
Lassen,2013,Home Health Service,110
Lassen,2013,Left Against Medical Advice,12
Lassen,2013,Other Care (not SN/IC) at another hospital,9
Lassen,2013,Other Care with the admitting hospital,6
Lassen,2013,Prison/Jail,66
Lassen,2013,Residential Care facility,5
Lassen,2013,Routine (Home),1438
Lassen,2013,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,16
Lassen,2013,SN/IC at another facility,153
Lassen,2014,Acute Care at another hospital,114
Lassen,2014,Acute Care within the admitting hospital,2
Lassen,2014,Died,44
Lassen,2014,Home Health Service,85
Lassen,2014,Invalid,11
Lassen,2014,Left Against Medical Advice,8
Lassen,2014,Other,5
Lassen,2014,Other Care (not SN/IC) at another hospital,22
Lassen,2014,Other Care with the admitting hospital,8
Lassen,2014,Prison/Jail,51
Lassen,2014,Residential Care facility,3
Lassen,2014,Routine (Home),1550
Lassen,2014,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,19
Lassen,2014,SN/IC at another facility,126
Lassen,2015,Acute Care,27
Lassen,2015,Childrens_or_Cancer,105
Lassen,2015,Died,40
Lassen,2015,Home Health Service,87
Lassen,2015,Hospice_Care,6
Lassen,2015,Left Against Medical Advice,77
Lassen,2015,Not_Defined_Elsewhere,2
Lassen,2015,Other,1
Lassen,2015,Prison/Jail,43
Lassen,2015,Psychiatric_Care,2
Lassen,2015,Rehab,10
Lassen,2015,Residential Care facility,4
Lassen,2015,Routine (Home),1493
Lassen,2015,Skilled Nursing/Intermediate Care (SN/IC),54
Lassen,2016,Acute Care,25
Lassen,2016,Childrens_or_Cancer,100
Lassen,2016,Critical Access Hospital,1
Lassen,2016,Died,49
Lassen,2016,Home Health Service,38
Lassen,2016,Hospice_Care,7
Lassen,2016,Left Against Medical Advice,79
Lassen,2016,Not_Defined_Elsewhere,4
Lassen,2016,Prison/Jail,59
Lassen,2016,Psychiatric_Care,7
Lassen,2016,Rehab,14
Lassen,2016,Residential Care facility,7
Lassen,2016,Routine (Home),1453
Lassen,2016,Skilled Nursing/Intermediate Care (SN/IC),67
Lassen,2017,Acute Care,29
Lassen,2017,Childrens_or_Cancer,70
Lassen,2017,Died,37
Lassen,2017,Home Health Service,46
Lassen,2017,Hospice_Care,6
Lassen,2017,Left Against Medical Advice,53
Lassen,2017,Not_Defined_Elsewhere,2
Lassen,2017,Prison/Jail,53
Lassen,2017,Psychiatric_Care,3
Lassen,2017,Rehab,15
Lassen,2017,Residential Care facility,2
Lassen,2017,Routine (Home),1387
Lassen,2017,Skilled Nursing/Intermediate Care (SN/IC),65
Lassen,2018,Acute Care,27
Lassen,2018,Childrens_or_Cancer,80
Lassen,2018,Critical Access Hospital,1
Lassen,2018,Died,41
Lassen,2018,Home Health Service,38
Lassen,2018,Hospice_Care,6
Lassen,2018,Invalid or Blank,1
Lassen,2018,Left Against Medical Advice,51
Lassen,2018,Not_Defined_Elsewhere,2
Lassen,2018,Other,1
Lassen,2018,Prison/Jail,67
Lassen,2018,Psychiatric_Care,3
Lassen,2018,Rehab,26
Lassen,2018,Residential Care facility,3
Lassen,2018,Routine (Home),1354
Lassen,2018,Skilled Nursing/Intermediate Care (SN/IC),51
Lassen,2019,Acute Care,22
Lassen,2019,Childrens_or_Cancer,74
Lassen,2019,Critical Access Hospital,3
Lassen,2019,Died,41
Lassen,2019,Home Health Service,47
Lassen,2019,Hospice_Care,6
Lassen,2019,Left Against Medical Advice,69
Lassen,2019,Not_Defined_Elsewhere,3
Lassen,2019,Prison/Jail,67
Lassen,2019,Psychiatric_Care,3
Lassen,2019,Rehab,10
Lassen,2019,Residential Care facility,2
Lassen,2019,Routine (Home),1297
Lassen,2019,Skilled Nursing/Intermediate Care (SN/IC),46
