patcnty1,dsch_yr,srcsite1,Discharges,AnnotationCode,AnnotationDesc
Los Angeles,2018,Clinic or physicians' office,45207,,
Los Angeles,2018,Court/Law Enforcement,4229,,
Los Angeles,2018,Information not available/Unknown,1844,,
Los Angeles,2018,Newborn (born in admitting hospital),108050,,
Los Angeles,2018,Newborn (born outside of hospital),273,,
Los Angeles,2018,"Newborn, Illogical Point of Origin",200,,
Los Angeles,2018,Non-health care facility,700114,,
Los Angeles,2018,SNF/ICF/ALF,31194,,
Los Angeles,2018,Transfer from a different hospital,101776,,
Los Angeles,2018,Transfer from ambulatory surgery,791,,
Los Angeles,2018,Transfer from another health care facility,5086,,
Los Angeles,2018,Transfer from hospice facility,85,,
Los Angeles,2018,Transfer from one distinct unit to another,11653,,
Los Angeles,2019,Clinic or physicians' office,44440,,
Los Angeles,2019,Court/Law Enforcement,3722,,
Los Angeles,2019,Information not available/Unknown,1337,,
Los Angeles,2019,Newborn (born in admitting hospital),105214,,
Los Angeles,2019,Newborn (born outside of hospital),270,,
Los Angeles,2019,"Newborn, Illogical Point of Origin",161,,
Los Angeles,2019,Non-health care facility,690154,,
Los Angeles,2019,SNF/ICF/ALF,32715,,
Los Angeles,2019,Transfer from a different hospital,96298,,
Los Angeles,2019,Transfer from ambulatory surgery,783,,
Los Angeles,2019,Transfer from another health care facility,4839,,
Los Angeles,2019,Transfer from hospice facility,110,,
Los Angeles,2019,Transfer from one distinct unit to another,15481,,
Los Angeles,2020,Clinic or physicians' office,34022,,
Los Angeles,2020,Court/Law Enforcement,2664,,
Los Angeles,2020,Information not available/Unknown,1115,,
Los Angeles,2020,Newborn (born in admitting hospital),96346,,
Los Angeles,2020,Newborn (born outside of hospital),241,,
Los Angeles,2020,"Newborn, Illogical Point of Origin",87,,
Los Angeles,2020,Non-health care facility,610845,,
Los Angeles,2020,SNF/ICF/ALF,30577,,
Los Angeles,2020,Transfer from a different hospital,80984,,
Los Angeles,2020,Transfer from ambulatory surgery,488,,
Los Angeles,2020,Transfer from another health care facility,3750,,
Los Angeles,2020,Transfer from hospice facility,154,,
Los Angeles,2020,Transfer from one distinct unit to another,12972,,
Los Angeles,2021,Clinic or physicians' office,36443,,
Los Angeles,2021,Court/Law Enforcement,2510,,
Los Angeles,2021,Designated Disaster Alternative Care Site,8,,
Los Angeles,2021,Information not available/Unknown,1449,,
Los Angeles,2021,Newborn (born in admitting hospital),94278,,
Los Angeles,2021,Newborn (born outside of hospital),254,,
Los Angeles,2021,"Newborn, Illogical Point of Origin",126,,
Los Angeles,2021,Non-health care facility,631950,,
Los Angeles,2021,SNF/ICF/ALF,26547,,
Los Angeles,2021,Transfer from a different hospital,85325,,
Los Angeles,2021,Transfer from ambulatory surgery,781,,
Los Angeles,2021,Transfer from another health care facility,5092,,
Los Angeles,2021,Transfer from hospice facility,118,,
Los Angeles,2021,Transfer from one distinct unit to another,12116,,
Los Angeles,2022,Clinic or physicians' office,32654,,
Los Angeles,2022,Court/Law Enforcement,3060,,
Los Angeles,2022,Designated Disaster Alternative Care Site,12,,
Los Angeles,2022,Information not available/Unknown,1650,,
Los Angeles,2022,Newborn (born in admitting hospital),93979,,
Los Angeles,2022,Newborn (born outside of hospital),292,,
Los Angeles,2022,"Newborn, Illogical Point of Origin",75,,
Los Angeles,2022,Non-health care facility,643113,,
Los Angeles,2022,SNF/ICF/ALF,28698,,
Los Angeles,2022,Transfer from a different hospital,83459,,
Los Angeles,2022,Transfer from ambulatory surgery,692,,
Los Angeles,2022,Transfer from another health care facility,4360,,
Los Angeles,2022,Transfer from hospice facility,88,,
Los Angeles,2022,Transfer from one distinct unit to another,11920,,
Los Angeles,2023,Clinic or physicians' office,36055,,
Los Angeles,2023,Court/Law Enforcement,3766,,
Los Angeles,2023,Designated Disaster Alternative Care Site,21,,
Los Angeles,2023,Information not available/Unknown,2198,,
Los Angeles,2023,Newborn (born in admitting hospital),88851,,
Los Angeles,2023,Newborn (born outside of hospital),257,,
Los Angeles,2023,"Newborn, Illogical Point of Origin",107,,
Los Angeles,2023,Non-health care facility,660171,,
Los Angeles,2023,SNF/ICF/ALF,33329,,
Los Angeles,2023,Transfer from a different hospital,96153,,
Los Angeles,2023,Transfer from ambulatory surgery,846,,
Los Angeles,2023,Transfer from another health care facility,5302,,
Los Angeles,2023,Transfer from hospice facility,99,,
Los Angeles,2023,Transfer from one distinct unit to another,12314,,
Madera,2012,Acute Inpatient Hospital Care,686,,
Madera,2012,Ambulatory Surgery,130,,
Madera,2012,Home,11167,,
Madera,2012,Newborn (born in admitting hospital),2266,,
Madera,2012,Other,147,,
Madera,2012,Other Inpatient Hospital Care,199,,
Madera,2012,Prison/Jail,117,,
Madera,2012,Residential Care Facility,45,,
Madera,2012,Skilled Nursing/Intermediate Care,118,,
Madera,2013,Acute Inpatient Hospital Care,655,,
Madera,2013,Ambulatory Surgery,43,,
Madera,2013,Home,11087,,
Madera,2013,Newborn (born in admitting hospital),2278,,
Madera,2013,Other,197,,
Madera,2013,Other Inpatient Hospital Care,176,,
Madera,2013,Prison/Jail,190,,
Madera,2013,Residential Care Facility,46,,
Madera,2013,Skilled Nursing/Intermediate Care,114,,
Madera,2014,Acute Inpatient Hospital Care,695,,
Madera,2014,Ambulatory Surgery,91,,
Madera,2014,Home,10868,,
Madera,2014,Newborn (born in admitting hospital),2268,,
Madera,2014,Other,189,,
Madera,2014,Other Inpatient Hospital Care,168,,
Madera,2014,Prison/Jail,255,,
Madera,2014,Residential Care Facility,36,,
Madera,2014,Skilled Nursing/Intermediate Care,118,,
Madera,2015,Acute Inpatient Hospital Care,696,,
Madera,2015,Ambulatory Surgery,60,,
Madera,2015,Home,11144,,
Madera,2015,Invalid,1,,
Madera,2015,Newborn (born in admitting hospital),2192,,
Madera,2015,Other,179,,
Madera,2015,Other Inpatient Hospital Care,230,,
Madera,2015,Prison/Jail,133,,
Madera,2015,Residential Care Facility,31,,
Madera,2015,Skilled Nursing/Intermediate Care,93,,
Madera,2016,Acute Inpatient Hospital Care,763,,
Madera,2016,Ambulatory Surgery,58,,
Madera,2016,Home,11083,,
Madera,2016,Invalid,1,,
Madera,2016,Newborn (born in admitting hospital),2310,,
Madera,2016,Other,158,,
Madera,2016,Other Inpatient Hospital Care,303,,
Madera,2016,Prison/Jail,120,,
Madera,2016,Residential Care Facility,22,,
Madera,2016,Skilled Nursing/Intermediate Care,140,,
Madera,2017,Clinic or physicians' office,2904,,
Madera,2017,Court/Law Enforcement,170,,
Madera,2017,Newborn (born in admitting hospital),2077,,
Madera,2017,Newborn (born outside of hospital),4,,
Madera,2017,"Newborn, Illogical Point of Origin",6,,
Madera,2017,Non-health care facility,7270,,
Madera,2017,SNF/ICF/ALF,190,,
Madera,2017,Transfer from a different hospital,882,,
Madera,2017,Transfer from ambulatory surgery,3,,
Madera,2017,Transfer from another health care facility,341,,
Madera,2017,Transfer from hospice facility,6,,
Madera,2017,Transfer from one distinct unit to another,654,,
Madera,2018,Clinic or physicians' office,1156,,
Madera,2018,Court/Law Enforcement,212,,
Madera,2018,Information not available/Unknown,3,,
Madera,2018,Newborn (born in admitting hospital),2039,,
Madera,2018,Newborn (born outside of hospital),8,,
Madera,2018,Non-health care facility,9537,,
Madera,2018,SNF/ICF/ALF,248,,
Madera,2018,Transfer from a different hospital,1019,,
Madera,2018,Transfer from ambulatory surgery,2,,
Madera,2018,Transfer from another health care facility,261,,
Madera,2018,Transfer from hospice facility,6,,
Madera,2018,Transfer from one distinct unit to another,205,,
Madera,2019,Clinic or physicians' office,856,,
Madera,2019,Court/Law Enforcement,233,,
Madera,2019,Information not available/Unknown,2,,
Madera,2019,Newborn (born in admitting hospital),2017,,
Madera,2019,Newborn (born outside of hospital),9,,
Madera,2019,Non-health care facility,9722,,
Madera,2019,SNF/ICF/ALF,144,,
Madera,2019,Transfer from a different hospital,1052,,
Madera,2019,Transfer from ambulatory surgery,4,,
Madera,2019,Transfer from another health care facility,165,,
Madera,2019,Transfer from hospice facility,2,,
Madera,2019,Transfer from one distinct unit to another,130,,
Madera,2020,Clinic or physicians' office,666,,
Madera,2020,Court/Law Enforcement,191,,
Madera,2020,Information not available/Unknown,2,,
Madera,2020,Newborn (born in admitting hospital),2067,,
Madera,2020,Newborn (born outside of hospital),2,,
Madera,2020,Non-health care facility,9209,,
Madera,2020,SNF/ICF/ALF,98,,
Madera,2020,Transfer from a different hospital,919,,
Madera,2020,Transfer from ambulatory surgery,5,,
Madera,2020,Transfer from another health care facility,162,,
Madera,2020,Transfer from one distinct unit to another,57,,
Madera,2021,Clinic or physicians' office,610,,
Madera,2021,Court/Law Enforcement,153,,
Madera,2021,Information not available/Unknown,6,,
Madera,2021,Newborn (born in admitting hospital),2022,,
Madera,2021,Newborn (born outside of hospital),4,,
Madera,2021,"Newborn, Illogical Point of Origin",1,,
Madera,2021,Non-health care facility,9548,,
Madera,2021,SNF/ICF/ALF,85,,
Madera,2021,Transfer from a different hospital,1034,,
Madera,2021,Transfer from ambulatory surgery,4,,
Madera,2021,Transfer from another health care facility,145,,
Madera,2021,Transfer from hospice facility,2,,
Madera,2021,Transfer from one distinct unit to another,91,,
Madera,2022,Clinic or physicians' office,647,,
Madera,2022,Court/Law Enforcement,181,,
Madera,2022,Information not available/Unknown,9,,
Madera,2022,Newborn (born in admitting hospital),2116,,
Madera,2022,Newborn (born outside of hospital),4,,
Madera,2022,"Newborn, Illogical Point of Origin",2,,
Madera,2022,Non-health care facility,9844,,
Madera,2022,SNF/ICF/ALF,157,,
Madera,2022,Transfer from a different hospital,1051,,
Madera,2022,Transfer from ambulatory surgery,7,,
Madera,2022,Transfer from another health care facility,105,,
Madera,2022,Transfer from hospice facility,2,,
Madera,2022,Transfer from one distinct unit to another,70,,
Madera,2023,Clinic or physicians' office,568,,
Madera,2023,Court/Law Enforcement,174,,
Madera,2023,Information not available/Unknown,11,,
Madera,2023,Newborn (born in admitting hospital),2143,,
Madera,2023,Newborn (born outside of hospital),5,,
Madera,2023,"Newborn, Illogical Point of Origin",2,,
Madera,2023,Non-health care facility,10573,,
Madera,2023,SNF/ICF/ALF,143,,
Madera,2023,Transfer from a different hospital,913,,
Madera,2023,Transfer from ambulatory surgery,4,,
Madera,2023,Transfer from another health care facility,97,,
Madera,2023,Transfer from hospice facility,3,,
Madera,2023,Transfer from one distinct unit to another,154,,
Marin,2012,Acute Inpatient Hospital Care,1131,,
Marin,2012,Ambulatory Surgery,47,,
Marin,2012,Home,16439,,
Marin,2012,Newborn (born in admitting hospital),1982,,
Marin,2012,Other,342,,
Marin,2012,Other Inpatient Hospital Care,148,,
Marin,2012,Prison/Jail,138,,
Marin,2012,Residential Care Facility,366,,
Marin,2012,Skilled Nursing/Intermediate Care,619,,
Marin,2013,Acute Inpatient Hospital Care,1003,,
Marin,2013,Ambulatory Surgery,20,,
Marin,2013,Home,16225,,
Marin,2013,Newborn (born in admitting hospital),1976,,
Marin,2013,Other,423,,
Marin,2013,Other Inpatient Hospital Care,121,,
Marin,2013,Prison/Jail,103,,
Marin,2013,Residential Care Facility,286,,
Marin,2013,Skilled Nursing/Intermediate Care,448,,
Marin,2014,Acute Inpatient Hospital Care,890,,
Marin,2014,Ambulatory Surgery,15,,
Marin,2014,Home,15131,,
Marin,2014,Invalid,3,,
Marin,2014,Newborn (born in admitting hospital),2345,,
Marin,2014,Other,537,,
Marin,2014,Other Inpatient Hospital Care,102,,
Marin,2014,Prison/Jail,77,,
Marin,2014,Residential Care Facility,278,,
Marin,2014,Skilled Nursing/Intermediate Care,517,,
Marin,2015,Acute Inpatient Hospital Care,927,,
Marin,2015,Ambulatory Surgery,7,,
Marin,2015,Home,15334,,
Marin,2015,Newborn (born in admitting hospital),2243,,
Marin,2015,Other,582,,
Marin,2015,Other Inpatient Hospital Care,101,,
Marin,2015,Prison/Jail,52,,
Marin,2015,Residential Care Facility,212,,
Marin,2015,Skilled Nursing/Intermediate Care,479,,
Marin,2016,Acute Inpatient Hospital Care,838,,
Marin,2016,Ambulatory Surgery,8,,
Marin,2016,Home,15856,,
Marin,2016,Invalid,4,,
Marin,2016,Newborn (born in admitting hospital),2223,,
Marin,2016,Other,594,,
Marin,2016,Other Inpatient Hospital Care,115,,
Marin,2016,Prison/Jail,64,,
Marin,2016,Residential Care Facility,190,,
Marin,2016,Skilled Nursing/Intermediate Care,472,,
Marin,2017,Clinic or physicians' office,2139,,
Marin,2017,Court/Law Enforcement,65,,
Marin,2017,Information not available/Unknown,37,,
Marin,2017,Newborn (born in admitting hospital),2086,,
Marin,2017,Newborn (born outside of hospital),4,,
Marin,2017,"Newborn, Illogical Point of Origin",2,,
Marin,2017,Non-health care facility,14052,,
Marin,2017,SNF/ICF/ALF,513,,
Marin,2017,Transfer from a different hospital,1447,,
Marin,2017,Transfer from ambulatory surgery,11,,
Marin,2017,Transfer from another health care facility,94,,
Marin,2017,Transfer from one distinct unit to another,78,,
Marin,2018,Clinic or physicians' office,2231,,
Marin,2018,Court/Law Enforcement,70,,
Marin,2018,Information not available/Unknown,22,,
Marin,2018,Newborn (born in admitting hospital),1835,,
Marin,2018,Newborn (born outside of hospital),8,,
Marin,2018,Non-health care facility,13035,,
Marin,2018,SNF/ICF/ALF,399,,
Marin,2018,Transfer from a different hospital,1633,,
Marin,2018,Transfer from ambulatory surgery,8,,
Marin,2018,Transfer from another health care facility,92,,
Marin,2018,Transfer from hospice facility,1,,
Marin,2018,Transfer from one distinct unit to another,92,,
Marin,2019,Clinic or physicians' office,1966,,
Marin,2019,Court/Law Enforcement,92,,
Marin,2019,Information not available/Unknown,31,,
Marin,2019,Newborn (born in admitting hospital),1771,,
Marin,2019,Newborn (born outside of hospital),4,,
Marin,2019,"Newborn, Illogical Point of Origin",1,,
Marin,2019,Non-health care facility,12749,,
Marin,2019,SNF/ICF/ALF,375,,
Marin,2019,Transfer from a different hospital,1647,,
Marin,2019,Transfer from ambulatory surgery,3,,
Marin,2019,Transfer from another health care facility,107,,
Marin,2019,Transfer from one distinct unit to another,93,,
Marin,2020,Clinic or physicians' office,1897,,
Marin,2020,Court/Law Enforcement,82,,
Marin,2020,Information not available/Unknown,10,,
Marin,2020,Newborn (born in admitting hospital),1795,,
Marin,2020,Newborn (born outside of hospital),6,,
Marin,2020,Non-health care facility,11223,,
Marin,2020,SNF/ICF/ALF,259,,
Marin,2020,Transfer from a different hospital,1458,,
Marin,2020,Transfer from ambulatory surgery,1,,
Marin,2020,Transfer from another health care facility,103,,
Marin,2020,Transfer from one distinct unit to another,104,,
Marin,2021,Clinic or physicians' office,1084,,
Marin,2021,Court/Law Enforcement,54,,
Marin,2021,Information not available/Unknown,51,,
Marin,2021,Newborn (born in admitting hospital),1954,,
Marin,2021,Newborn (born outside of hospital),5,,
Marin,2021,"Newborn, Illogical Point of Origin",1,,
Marin,2021,Non-health care facility,13141,,
Marin,2021,SNF/ICF/ALF,277,,
Marin,2021,Transfer from a different hospital,1576,,
Marin,2021,Transfer from ambulatory surgery,2,,
Marin,2021,Transfer from another health care facility,101,,
Marin,2021,Transfer from hospice facility,2,,
Marin,2021,Transfer from one distinct unit to another,111,,
Marin,2022,Clinic or physicians' office,970,,
Marin,2022,Court/Law Enforcement,85,,
Marin,2022,Designated Disaster Alternative Care Site,2,,
Marin,2022,Information not available/Unknown,40,,
Marin,2022,Newborn (born in admitting hospital),2138,,
Marin,2022,Newborn (born outside of hospital),6,,
Marin,2022,"Newborn, Illogical Point of Origin",3,,
Marin,2022,Non-health care facility,13669,,
Marin,2022,SNF/ICF/ALF,333,,
Marin,2022,Transfer from a different hospital,1547,,
Marin,2022,Transfer from ambulatory surgery,3,,
Marin,2022,Transfer from another health care facility,149,,
Marin,2022,Transfer from one distinct unit to another,115,,
Marin,2023,Clinic or physicians' office,1506,,
Marin,2023,Court/Law Enforcement,117,,
Marin,2023,Designated Disaster Alternative Care Site,1,,
Marin,2023,Information not available/Unknown,91,,
Marin,2023,Newborn (born in admitting hospital),2165,,
Marin,2023,Newborn (born outside of hospital),5,,
Marin,2023,Non-health care facility,14582,,
Marin,2023,SNF/ICF/ALF,462,,
Marin,2023,Transfer from a different hospital,1645,,
Marin,2023,Transfer from ambulatory surgery,7,,
Marin,2023,Transfer from another health care facility,283,,
Marin,2023,Transfer from hospice facility,4,,
Marin,2023,Transfer from one distinct unit to another,97,,
Mariposa,2012,Acute Inpatient Hospital Care,189,,
Mariposa,2012,Ambulatory Surgery,10,,
Mariposa,2012,Home,1360,,
Mariposa,2012,Newborn (born in admitting hospital),146,,
Mariposa,2012,Other,70,,
Mariposa,2012,Other Inpatient Hospital Care,46,,
Mariposa,2012,Prison/Jail,1,,
Mariposa,2012,Residential Care Facility,3,,
Mariposa,2012,Skilled Nursing/Intermediate Care,47,,
Mariposa,2013,Acute Inpatient Hospital Care,171,,
Mariposa,2013,Ambulatory Surgery,5,,
Mariposa,2013,Home,1208,,
Mariposa,2013,Newborn (born in admitting hospital),106,,
Mariposa,2013,Other,66,,
Mariposa,2013,Other Inpatient Hospital Care,27,,
Mariposa,2013,Prison/Jail,2,,
Mariposa,2013,Residential Care Facility,3,,
Mariposa,2013,Skilled Nursing/Intermediate Care,29,,
Mariposa,2014,Acute Inpatient Hospital Care,185,,
Mariposa,2014,Ambulatory Surgery,10,,
Mariposa,2014,Home,1225,,
Mariposa,2014,Newborn (born in admitting hospital),99,,
Mariposa,2014,Other,90,,
Mariposa,2014,Other Inpatient Hospital Care,41,,
Mariposa,2014,Prison/Jail,1,,
Mariposa,2014,Residential Care Facility,4,,
Mariposa,2014,Skilled Nursing/Intermediate Care,30,,
Mariposa,2015,Acute Inpatient Hospital Care,214,,
Mariposa,2015,Ambulatory Surgery,4,,
Mariposa,2015,Home,1268,,
Mariposa,2015,Newborn (born in admitting hospital),155,,
Mariposa,2015,Other,123,,
Mariposa,2015,Other Inpatient Hospital Care,46,,
Mariposa,2015,Residential Care Facility,5,,
Mariposa,2015,Skilled Nursing/Intermediate Care,26,,
Mariposa,2016,Acute Inpatient Hospital Care,241,,
Mariposa,2016,Ambulatory Surgery,7,,
Mariposa,2016,Home,1242,,
Mariposa,2016,Newborn (born in admitting hospital),121,,
Mariposa,2016,Other,100,,
Mariposa,2016,Other Inpatient Hospital Care,68,,
Mariposa,2016,Residential Care Facility,4,,
Mariposa,2016,Skilled Nursing/Intermediate Care,42,,
Mariposa,2017,Clinic or physicians' office,137,,
Mariposa,2017,Newborn (born in admitting hospital),110,,
Mariposa,2017,Non-health care facility,1166,,
Mariposa,2017,SNF/ICF/ALF,30,,
Mariposa,2017,Transfer from a different hospital,338,,
Mariposa,2017,Transfer from another health care facility,66,,
Mariposa,2017,Transfer from one distinct unit to another,28,,
Mariposa,2018,Clinic or physicians' office,142,,
Mariposa,2018,Information not available/Unknown,1,,
Mariposa,2018,Newborn (born in admitting hospital),131,,
Mariposa,2018,Non-health care facility,1165,,
Mariposa,2018,SNF/ICF/ALF,30,,
Mariposa,2018,Transfer from a different hospital,337,,
Mariposa,2018,Transfer from ambulatory surgery,1,,
Mariposa,2018,Transfer from another health care facility,59,,
Mariposa,2018,Transfer from hospice facility,1,,
Mariposa,2018,Transfer from one distinct unit to another,13,,
Mariposa,2019,Clinic or physicians' office,180,,
Mariposa,2019,Newborn (born in admitting hospital),123,,
Mariposa,2019,Non-health care facility,1155,,
Mariposa,2019,SNF/ICF/ALF,30,,
Mariposa,2019,Transfer from a different hospital,286,,
Mariposa,2019,Transfer from another health care facility,51,,
Mariposa,2019,Transfer from one distinct unit to another,27,,
Mariposa,2020,Clinic or physicians' office,113,,
Mariposa,2020,Newborn (born in admitting hospital),100,,
Mariposa,2020,Non-health care facility,1127,,
Mariposa,2020,SNF/ICF/ALF,20,,
Mariposa,2020,Transfer from a different hospital,248,,
Mariposa,2020,Transfer from another health care facility,51,,
Mariposa,2020,Transfer from one distinct unit to another,24,,
Mariposa,2021,Clinic or physicians' office,121,,
Mariposa,2021,Newborn (born in admitting hospital),141,,
Mariposa,2021,Non-health care facility,1157,,
Mariposa,2021,SNF/ICF/ALF,25,,
Mariposa,2021,Transfer from a different hospital,232,,
Mariposa,2021,Transfer from ambulatory surgery,1,,
Mariposa,2021,Transfer from another health care facility,37,,
Mariposa,2021,Transfer from one distinct unit to another,10,,
Mariposa,2022,Clinic or physicians' office,78,,
Mariposa,2022,Court/Law Enforcement,1,,
Mariposa,2022,Information not available/Unknown,,2,Cells suppressed for complementary cell
Mariposa,2022,Newborn (born in admitting hospital),111,,
Mariposa,2022,Newborn (born outside of hospital),,1,Cell suppressed for small numbers
Mariposa,2022,"Newborn, Illogical Point of Origin",,1,Cell suppressed for small numbers
Mariposa,2022,Non-health care facility,1175,,
Mariposa,2022,SNF/ICF/ALF,19,,
Mariposa,2022,Transfer from a different hospital,314,,
Mariposa,2022,Transfer from ambulatory surgery,1,,
Mariposa,2022,Transfer from another health care facility,34,,
Mariposa,2022,Transfer from one distinct unit to another,16,,
Mariposa,2023,Clinic or physicians' office,96,,
Mariposa,2023,Court/Law Enforcement,2,,
Mariposa,2023,Information not available/Unknown,,2,Cell suppressed for complementary cell
Mariposa,2023,Newborn (born in admitting hospital),126,,
Mariposa,2023,Newborn (born outside of hospital),,1,Cell suppressed for small numbers
Mariposa,2023,Non-health care facility,1267,,
Mariposa,2023,SNF/ICF/ALF,22,,
Mariposa,2023,Transfer from a different hospital,320,,
Mariposa,2023,Transfer from ambulatory surgery,1,,
Mariposa,2023,Transfer from another health care facility,44,,
Mariposa,2023,Transfer from hospice facility,1,,
Mariposa,2023,Transfer from one distinct unit to another,6,,
Mendocino,2012,Acute Inpatient Hospital Care,729,,
Mendocino,2012,Ambulatory Surgery,69,,
Mendocino,2012,Home,7170,,
Mendocino,2012,Newborn (born in admitting hospital),1088,,
Mendocino,2012,Other,326,,
Mendocino,2012,Other Inpatient Hospital Care,27,,
Mendocino,2012,Prison/Jail,2,,
Mendocino,2012,Residential Care Facility,71,,
Mendocino,2012,Skilled Nursing/Intermediate Care,126,,
Mendocino,2013,Acute Inpatient Hospital Care,791,,
Mendocino,2013,Ambulatory Surgery,71,,
Mendocino,2013,Home,7006,,
Mendocino,2013,Newborn (born in admitting hospital),972,,
Mendocino,2013,Other,389,,
Mendocino,2013,Other Inpatient Hospital Care,113,,
Mendocino,2013,Prison/Jail,17,,
Mendocino,2013,Residential Care Facility,47,,
Mendocino,2013,Skilled Nursing/Intermediate Care,97,,
Mendocino,2014,Acute Inpatient Hospital Care,835,,
Mendocino,2014,Ambulatory Surgery,41,,
Mendocino,2014,Home,6655,,
Mendocino,2014,Newborn (born in admitting hospital),973,,
Mendocino,2014,Other,810,,
Mendocino,2014,Other Inpatient Hospital Care,48,,
Mendocino,2014,Prison/Jail,9,,
Mendocino,2014,Residential Care Facility,27,,
Mendocino,2014,Skilled Nursing/Intermediate Care,112,,
Mendocino,2015,Acute Inpatient Hospital Care,723,,
Mendocino,2015,Ambulatory Surgery,14,,
Mendocino,2015,Home,6593,,
Mendocino,2015,Invalid,1,,
Mendocino,2015,Newborn (born in admitting hospital),993,,
Mendocino,2015,Other,911,,
Mendocino,2015,Other Inpatient Hospital Care,152,,
Mendocino,2015,Prison/Jail,13,,
Mendocino,2015,Residential Care Facility,13,,
Mendocino,2015,Skilled Nursing/Intermediate Care,96,,
Mendocino,2016,Acute Inpatient Hospital Care,714,,
Mendocino,2016,Ambulatory Surgery,8,,
Mendocino,2016,Home,6471,,
Mendocino,2016,Invalid,13,,
Mendocino,2016,Newborn (born in admitting hospital),962,,
Mendocino,2016,Other,1068,,
Mendocino,2016,Other Inpatient Hospital Care,214,,
Mendocino,2016,Prison/Jail,19,,
Mendocino,2016,Residential Care Facility,23,,
Mendocino,2016,Skilled Nursing/Intermediate Care,106,,
Mendocino,2017,Clinic or physicians' office,741,,
Mendocino,2017,Court/Law Enforcement,16,,
Mendocino,2017,Information not available/Unknown,74,,
Mendocino,2017,Newborn (born in admitting hospital),930,,
Mendocino,2017,Newborn (born outside of hospital),1,,
Mendocino,2017,"Newborn, Illogical Point of Origin",1,,
Mendocino,2017,Non-health care facility,5662,,
Mendocino,2017,SNF/ICF/ALF,86,,
Mendocino,2017,Transfer from a different hospital,2120,,
Mendocino,2017,Transfer from ambulatory surgery,9,,
Mendocino,2017,Transfer from another health care facility,67,,
Mendocino,2017,Transfer from one distinct unit to another,272,,
Mendocino,2018,Clinic or physicians' office,543,,
Mendocino,2018,Court/Law Enforcement,14,,
Mendocino,2018,Information not available/Unknown,44,,
Mendocino,2018,Newborn (born in admitting hospital),849,,
Mendocino,2018,Non-health care facility,6041,,
Mendocino,2018,SNF/ICF/ALF,91,,
Mendocino,2018,Transfer from a different hospital,2091,,
Mendocino,2018,Transfer from ambulatory surgery,39,,
Mendocino,2018,Transfer from another health care facility,68,,
Mendocino,2018,Transfer from hospice facility,1,,
Mendocino,2018,Transfer from one distinct unit to another,243,,
Mendocino,2019,Clinic or physicians' office,714,,
Mendocino,2019,Court/Law Enforcement,12,,
Mendocino,2019,Information not available/Unknown,21,,
Mendocino,2019,Newborn (born in admitting hospital),860,,
Mendocino,2019,Newborn (born outside of hospital),1,,
Mendocino,2019,"Newborn, Illogical Point of Origin",1,,
Mendocino,2019,Non-health care facility,5912,,
Mendocino,2019,SNF/ICF/ALF,118,,
Mendocino,2019,Transfer from a different hospital,1847,,
Mendocino,2019,Transfer from ambulatory surgery,12,,
Mendocino,2019,Transfer from another health care facility,59,,
Mendocino,2019,Transfer from hospice facility,2,,
Mendocino,2019,Transfer from one distinct unit to another,258,,
Mendocino,2020,Clinic or physicians' office,695,,
Mendocino,2020,Court/Law Enforcement,10,,
Mendocino,2020,Information not available/Unknown,11,,
Mendocino,2020,Newborn (born in admitting hospital),831,,
Mendocino,2020,Newborn (born outside of hospital),5,,
Mendocino,2020,"Newborn, Illogical Point of Origin",3,,
Mendocino,2020,Non-health care facility,5435,,
Mendocino,2020,SNF/ICF/ALF,184,,
Mendocino,2020,Transfer from a different hospital,1685,,
Mendocino,2020,Transfer from ambulatory surgery,2,,
Mendocino,2020,Transfer from another health care facility,48,,
Mendocino,2020,Transfer from hospice facility,1,,
Mendocino,2020,Transfer from one distinct unit to another,174,,
Mendocino,2021,Clinic or physicians' office,602,,
Mendocino,2021,Court/Law Enforcement,12,,
Mendocino,2021,Information not available/Unknown,4,,
Mendocino,2021,Newborn (born in admitting hospital),858,,
Mendocino,2021,Newborn (born outside of hospital),2,,
Mendocino,2021,"Newborn, Illogical Point of Origin",1,,
Mendocino,2021,Non-health care facility,5505,,
Mendocino,2021,SNF/ICF/ALF,222,,
Mendocino,2021,Transfer from a different hospital,1875,,
Mendocino,2021,Transfer from ambulatory surgery,7,,
Mendocino,2021,Transfer from another health care facility,35,,
Mendocino,2021,Transfer from one distinct unit to another,205,,
Mendocino,2022,Clinic or physicians' office,465,,
Mendocino,2022,Court/Law Enforcement,13,,
Mendocino,2022,Information not available/Unknown,5,,
Mendocino,2022,Newborn (born in admitting hospital),803,,
Mendocino,2022,Newborn (born outside of hospital),9,,
Mendocino,2022,Non-health care facility,5460,,
Mendocino,2022,SNF/ICF/ALF,209,,
Mendocino,2022,Transfer from a different hospital,1859,,
Mendocino,2022,Transfer from ambulatory surgery,4,,
Mendocino,2022,Transfer from another health care facility,29,,
Mendocino,2022,Transfer from one distinct unit to another,191,,
Mendocino,2023,Clinic or physicians' office,451,,
Mendocino,2023,Court/Law Enforcement,11,,
Mendocino,2023,Information not available/Unknown,7,,
Mendocino,2023,Newborn (born in admitting hospital),738,,
Mendocino,2023,Newborn (born outside of hospital),3,,
Mendocino,2023,Non-health care facility,5588,,
Mendocino,2023,SNF/ICF/ALF,104,,
Mendocino,2023,Transfer from a different hospital,2035,,
