patcnty1,dsch_yr,pay_cat1,Discharges
Lake,2013,Other Indigent,41
Lake,2013,Other Payer,10
Lake,2013,Private Coverage,1357
Lake,2013,Self-Pay,209
Lake,2013,Workers' Compensation,73
Lake,2014,County Indigent Program,12
Lake,2014,Invalid,2
Lake,2014,Medi-Cal,2750
Lake,2014,Medicare,3971
Lake,2014,Other Government,185
Lake,2014,Other Payer,9
Lake,2014,Private Coverage,1282
Lake,2014,Self-Pay,107
Lake,2014,Workers' Compensation,56
Lake,2015,County Indigent Program,10
Lake,2015,Invalid,5
Lake,2015,Medi-Cal,3074
Lake,2015,Medicare,3979
Lake,2015,Other Government,174
Lake,2015,Other Indigent,3
Lake,2015,Other Payer,1
Lake,2015,Private Coverage,1199
Lake,2015,Self-Pay,73
Lake,2015,Workers' Compensation,57
Lake,2016,County Indigent Program,12
Lake,2016,Invalid,1
Lake,2016,Medi-Cal,3075
Lake,2016,Medicare,4260
Lake,2016,Other Government,219
Lake,2016,Other Indigent,24
Lake,2016,Other Payer,14
Lake,2016,Private Coverage,1129
Lake,2016,Self-Pay,76
Lake,2016,Workers' Compensation,39
Lake,2017,County Indigent Program,11
Lake,2017,Invalid,1
Lake,2017,Medi-Cal,3108
Lake,2017,Medicare,4371
Lake,2017,Other Government,226
Lake,2017,Other Indigent,9
Lake,2017,Other Payer,8
Lake,2017,Private Coverage,1198
Lake,2017,Self-Pay,63
Lake,2017,Workers' Compensation,53
Lake,2018,County Indigent Program,4
Lake,2018,Medi-Cal,3193
Lake,2018,Medicare,4127
Lake,2018,Other Government,228
Lake,2018,Other Indigent,4
Lake,2018,Other Payer,29
Lake,2018,Private Coverage,1202
Lake,2018,Self-Pay,80
Lake,2018,Workers' Compensation,41
Lake,2019,County Indigent Program,7
Lake,2019,Medi-Cal,3089
Lake,2019,Medicare,4189
Lake,2019,Other Government,228
Lake,2019,Other Indigent,1
Lake,2019,Other Payer,14
Lake,2019,Private Coverage,1183
Lake,2019,Self-Pay,87
Lake,2019,Workers' Compensation,42
Lake,2020,County Indigent Program,2
Lake,2020,Medi-Cal,2652
Lake,2020,Medicare,3474
Lake,2020,Other Government,237
Lake,2020,Other Indigent,3
Lake,2020,Other Payer,16
Lake,2020,Private Coverage,1122
Lake,2020,Self-Pay,109
Lake,2020,Workers' Compensation,31
Lake,2021,County Indigent Program,6
Lake,2021,Invalid/Blank,2
Lake,2021,Medi-Cal,2742
Lake,2021,Medicare,3557
Lake,2021,Other Government,270
Lake,2021,Other Payer,23
Lake,2021,Private Coverage,1265
Lake,2021,Self-Pay,107
Lake,2021,Workers' Compensation,18
Lake,2022,County Indigent Program,16
Lake,2022,Medi-Cal,2583
Lake,2022,Medicare,3417
Lake,2022,Other Government,282
Lake,2022,Other Payer,16
Lake,2022,Private Coverage,1352
Lake,2022,Self-Pay,111
Lake,2022,Workers' Compensation,20
Lake,2023,County Indigent Program,13
Lake,2023,Medi-Cal,2317
Lake,2023,Medicare,3534
Lake,2023,Other Government,309
Lake,2023,Other Payer,8
Lake,2023,Private Coverage,1604
Lake,2023,Self-Pay,60
Lake,2023,Workers' Compensation,32
Lassen,2012,County Indigent Program,73
Lassen,2012,Invalid,1
Lassen,2012,Medi-Cal,572
Lassen,2012,Medicare,662
Lassen,2012,Other Government,86
Lassen,2012,Other Indigent,1
Lassen,2012,Other Payer,3
Lassen,2012,Private Coverage,554
Lassen,2012,Self-Pay,65
Lassen,2012,Workers' Compensation,22
Lassen,2013,County Indigent Program,61
Lassen,2013,Medi-Cal,503
Lassen,2013,Medicare,701
Lassen,2013,Other Government,88
Lassen,2013,Other Indigent,1
Lassen,2013,Other Payer,3
Lassen,2013,Private Coverage,540
Lassen,2013,Self-Pay,48
Lassen,2013,Workers' Compensation,26
Lassen,2014,County Indigent Program,2
Lassen,2014,Medi-Cal,738
Lassen,2014,Medicare,697
Lassen,2014,Other Government,98
Lassen,2014,Other Payer,3
Lassen,2014,Private Coverage,453
Lassen,2014,Self-Pay,28
Lassen,2014,Workers' Compensation,29
Lassen,2015,County Indigent Program,3
Lassen,2015,Medi-Cal,681
Lassen,2015,Medicare,680
Lassen,2015,Other Government,105
Lassen,2015,Other Payer,1
Lassen,2015,Private Coverage,445
Lassen,2015,Self-Pay,15
Lassen,2015,Workers' Compensation,21
Lassen,2016,County Indigent Program,6
Lassen,2016,Medi-Cal,619
Lassen,2016,Medicare,627
Lassen,2016,Other Government,129
Lassen,2016,Other Indigent,1
Lassen,2016,Private Coverage,490
Lassen,2016,Self-Pay,14
Lassen,2016,Workers' Compensation,24
Lassen,2017,County Indigent Program,8
Lassen,2017,Medi-Cal,610
Lassen,2017,Medicare,620
Lassen,2017,Other Government,90
Lassen,2017,Other Payer,1
Lassen,2017,Private Coverage,416
Lassen,2017,Self-Pay,10
Lassen,2017,Workers' Compensation,13
Lassen,2018,County Indigent Program,3
Lassen,2018,Medi-Cal,604
Lassen,2018,Medicare,550
Lassen,2018,Other Government,157
Lassen,2018,Other Payer,1
Lassen,2018,Private Coverage,406
Lassen,2018,Self-Pay,12
Lassen,2018,Workers' Compensation,19
Lassen,2019,County Indigent Program,9
Lassen,2019,Medi-Cal,537
Lassen,2019,Medicare,585
Lassen,2019,Other Government,120
Lassen,2019,Other Indigent,1
Lassen,2019,Private Coverage,414
Lassen,2019,Self-Pay,13
Lassen,2019,Workers' Compensation,11
Lassen,2020,County Indigent Program,3
Lassen,2020,Medi-Cal,473
Lassen,2020,Medicare,475
Lassen,2020,Other Government,117
Lassen,2020,Other Payer,1
Lassen,2020,Private Coverage,377
Lassen,2020,Self-Pay,18
Lassen,2020,Workers' Compensation,12
Lassen,2021,County Indigent Program,2
Lassen,2021,Medi-Cal,486
Lassen,2021,Medicare,497
Lassen,2021,Other Government,103
Lassen,2021,Private Coverage,388
Lassen,2021,Self-Pay,20
Lassen,2021,Workers' Compensation,15
Lassen,2022,County Indigent Program,3
Lassen,2022,Medi-Cal,482
Lassen,2022,Medicare,561
Lassen,2022,Other Government,71
Lassen,2022,Other Payer,2
Lassen,2022,Private Coverage,310
Lassen,2022,Self-Pay,13
Lassen,2022,Workers' Compensation,11
Lassen,2023,County Indigent Program,10
Lassen,2023,Medi-Cal,416
Lassen,2023,Medicare,521
Lassen,2023,Other Government,87
Lassen,2023,Other Payer,1
Lassen,2023,Private Coverage,313
Lassen,2023,Self-Pay,20
Lassen,2023,Workers' Compensation,9
Los Angeles,2012,County Indigent Program,18192
Los Angeles,2012,Invalid,200
Los Angeles,2012,Medi-Cal,325855
Los Angeles,2012,Medicare,351849
Los Angeles,2012,Other Government,16770
Los Angeles,2012,Other Indigent,4338
Los Angeles,2012,Other Payer,7140
Los Angeles,2012,Private Coverage,311058
Los Angeles,2012,Self-Pay,48643
Los Angeles,2012,Workers' Compensation,5181
Los Angeles,2013,County Indigent Program,19042
Los Angeles,2013,Invalid,264
Los Angeles,2013,Medi-Cal,317919
Los Angeles,2013,Medicare,341220
Los Angeles,2013,Other Government,15222
Los Angeles,2013,Other Indigent,4282
Los Angeles,2013,Other Payer,6826
Los Angeles,2013,Private Coverage,294093
Los Angeles,2013,Self-Pay,47898
Los Angeles,2013,Workers' Compensation,4780
Los Angeles,2014,County Indigent Program,2390
Los Angeles,2014,Invalid,197
Los Angeles,2014,Medi-Cal,357057
Los Angeles,2014,Medicare,334708
Los Angeles,2014,Other Government,11418
Los Angeles,2014,Other Indigent,2126
Los Angeles,2014,Other Payer,5135
Los Angeles,2014,Private Coverage,291399
Los Angeles,2014,Self-Pay,41476
Los Angeles,2014,Workers' Compensation,4333
Los Angeles,2015,County Indigent Program,2129
Los Angeles,2015,Invalid,354
Los Angeles,2015,Medi-Cal,360378
Los Angeles,2015,Medicare,346083
Los Angeles,2015,Other Government,11069
Los Angeles,2015,Other Indigent,1869
Los Angeles,2015,Other Payer,2813
Los Angeles,2015,Private Coverage,292928
Los Angeles,2015,Self-Pay,30014
Los Angeles,2015,Workers' Compensation,3972
Los Angeles,2016,County Indigent Program,2173
Los Angeles,2016,Invalid,187
Los Angeles,2016,Medi-Cal,373973
Los Angeles,2016,Medicare,343384
Los Angeles,2016,Other Government,10328
Los Angeles,2016,Other Indigent,1576
Los Angeles,2016,Other Payer,2529
Los Angeles,2016,Private Coverage,284386
Los Angeles,2016,Self-Pay,27199
Los Angeles,2016,Workers' Compensation,3775
Los Angeles,2017,County Indigent Program,2293
Los Angeles,2017,Invalid,428
Los Angeles,2017,Medi-Cal,361846
Los Angeles,2017,Medicare,348022
Los Angeles,2017,Other Government,10020
Los Angeles,2017,Other Indigent,1415
Los Angeles,2017,Other Payer,3475
Los Angeles,2017,Private Coverage,280366
Los Angeles,2017,Self-Pay,24041
Los Angeles,2017,Workers' Compensation,3771
Los Angeles,2018,County Indigent Program,2865
Los Angeles,2018,Invalid,648
Los Angeles,2018,Medi-Cal,347059
Los Angeles,2018,Medicare,347651
Los Angeles,2018,Other Government,10678
Los Angeles,2018,Other Indigent,1180
Los Angeles,2018,Other Payer,3220
Los Angeles,2018,Private Coverage,273506
Los Angeles,2018,Self-Pay,20023
Los Angeles,2018,Workers' Compensation,3672
Los Angeles,2019,County Indigent Program,3972
Los Angeles,2019,Medi-Cal,338701
Los Angeles,2019,Medicare,346467
Los Angeles,2019,Other Government,10521
Los Angeles,2019,Other Indigent,1336
Los Angeles,2019,Other Payer,3363
Los Angeles,2019,Private Coverage,267582
Los Angeles,2019,Self-Pay,20066
Los Angeles,2019,Workers' Compensation,3169
Los Angeles,2020,County Indigent Program,3770
Los Angeles,2020,Medi-Cal,302233
Los Angeles,2020,Medicare,299052
Los Angeles,2020,Other Government,8990
Los Angeles,2020,Other Indigent,729
Los Angeles,2020,Other Payer,3031
Los Angeles,2020,Private Coverage,240282
Los Angeles,2020,Self-Pay,13262
Los Angeles,2020,Workers' Compensation,2504
Los Angeles,2021,County Indigent Program,4281
Los Angeles,2021,Invalid/Blank,479
Los Angeles,2021,Medi-Cal,312867
Los Angeles,2021,Medicare,304779
Los Angeles,2021,Other Government,9291
Los Angeles,2021,Other Indigent,608
Los Angeles,2021,Other Payer,3341
Los Angeles,2021,Private Coverage,247511
Los Angeles,2021,Self-Pay,11472
Los Angeles,2021,Workers' Compensation,2368
Los Angeles,2022,County Indigent Program,3934
Los Angeles,2022,Invalid/Blank,585
Los Angeles,2022,Medi-Cal,308045
Los Angeles,2022,Medicare,321762
Los Angeles,2022,Other Government,8609
Los Angeles,2022,Other Indigent,540
Los Angeles,2022,Other Payer,3241
Los Angeles,2022,Private Coverage,244422
Los Angeles,2022,Self-Pay,10728
Los Angeles,2022,Workers' Compensation,2186
Los Angeles,2023,County Indigent Program,6037
Los Angeles,2023,Invalid/Blank,248
Los Angeles,2023,Medi-Cal,327457
Los Angeles,2023,Medicare,340718
Los Angeles,2023,Other Government,9706
Los Angeles,2023,Other Indigent,645
Los Angeles,2023,Other Payer,3491
Los Angeles,2023,Private Coverage,238799
Los Angeles,2023,Self-Pay,10137
Los Angeles,2023,Workers' Compensation,2231
Madera,2012,County Indigent Program,278
Madera,2012,Invalid,1
Madera,2012,Medi-Cal,5694
Madera,2012,Medicare,4362
Madera,2012,Other Government,383
Madera,2012,Other Indigent,14
Madera,2012,Other Payer,7
Madera,2012,Private Coverage,3670
Madera,2012,Self-Pay,350
Madera,2012,Workers' Compensation,116
Madera,2013,County Indigent Program,277
Madera,2013,Medi-Cal,5647
Madera,2013,Medicare,4597
Madera,2013,Other Government,450
Madera,2013,Other Indigent,3
Madera,2013,Other Payer,8
Madera,2013,Private Coverage,3363
Madera,2013,Self-Pay,347
Madera,2013,Workers' Compensation,94
Madera,2014,County Indigent Program,53
Madera,2014,Medi-Cal,6194
Madera,2014,Medicare,4322
Madera,2014,Other Government,425
Madera,2014,Other Indigent,5
Madera,2014,Other Payer,10
Madera,2014,Private Coverage,3421
Madera,2014,Self-Pay,159
Madera,2014,Workers' Compensation,99
Madera,2015,County Indigent Program,14
Madera,2015,Medi-Cal,6372
Madera,2015,Medicare,4626
Madera,2015,Other Government,307
Madera,2015,Other Indigent,6
Madera,2015,Other Payer,76
Madera,2015,Private Coverage,3146
Madera,2015,Self-Pay,103
Madera,2015,Workers' Compensation,109
Madera,2016,County Indigent Program,6
Madera,2016,Medi-Cal,6615
Madera,2016,Medicare,4459
Madera,2016,Other Government,318
Madera,2016,Other Indigent,3
Madera,2016,Other Payer,141
Madera,2016,Private Coverage,3180
Madera,2016,Self-Pay,137
Madera,2016,Workers' Compensation,99
Madera,2017,County Indigent Program,10
Madera,2017,Medi-Cal,6229
Madera,2017,Medicare,4586
Madera,2017,Other Government,288
Madera,2017,Other Payer,134
Madera,2017,Private Coverage,3048
Madera,2017,Self-Pay,120
Madera,2017,Workers' Compensation,92
Madera,2018,County Indigent Program,13
Madera,2018,Invalid,4
Madera,2018,Medi-Cal,6146
Madera,2018,Medicare,4756
Madera,2018,Other Government,337
Madera,2018,Other Indigent,1
Madera,2018,Other Payer,124
Madera,2018,Private Coverage,3100
Madera,2018,Self-Pay,120
Madera,2018,Workers' Compensation,95
Madera,2019,County Indigent Program,40
Madera,2019,Medi-Cal,5793
Madera,2019,Medicare,4658
Madera,2019,Other Government,359
Madera,2019,Other Indigent,1
Madera,2019,Other Payer,128
Madera,2019,Private Coverage,3136
Madera,2019,Self-Pay,150
Madera,2019,Workers' Compensation,70
Madera,2020,County Indigent Program,26
Madera,2020,Medi-Cal,5126
Madera,2020,Medicare,4140
Madera,2020,Other Government,579
Madera,2020,Other Payer,112
Madera,2020,Private Coverage,3192
Madera,2020,Self-Pay,132
Madera,2020,Workers' Compensation,70
Madera,2021,County Indigent Program,32
Madera,2021,Invalid/Blank,1
Madera,2021,Medi-Cal,5230
Madera,2021,Medicare,4260
Madera,2021,Other Government,611
Madera,2021,Other Payer,118
Madera,2021,Private Coverage,3255
Madera,2021,Self-Pay,136
Madera,2021,Workers' Compensation,62
Madera,2022,County Indigent Program,29
Madera,2022,Medi-Cal,5347
Madera,2022,Medicare,4611
Madera,2022,Other Government,694
Madera,2022,Other Indigent,5
Madera,2022,Other Payer,115
Madera,2022,Private Coverage,3185
Madera,2022,Self-Pay,149
Madera,2022,Workers' Compensation,60
Madera,2023,County Indigent Program,58
Madera,2023,Medi-Cal,5699
Madera,2023,Medicare,4740
Madera,2023,Other Government,827
Madera,2023,Other Indigent,3
Madera,2023,Other Payer,28
Madera,2023,Private Coverage,3287
Madera,2023,Self-Pay,111
Madera,2023,Workers' Compensation,37
Marin,2012,County Indigent Program,544
Marin,2012,Invalid,2
Marin,2012,Medi-Cal,2606
Marin,2012,Medicare,9298
Marin,2012,Other Government,308
Marin,2012,Other Indigent,38
Marin,2012,Other Payer,42
Marin,2012,Private Coverage,7806
Marin,2012,Self-Pay,456
Marin,2012,Workers' Compensation,112
Marin,2013,County Indigent Program,445
Marin,2013,Invalid,12
Marin,2013,Medi-Cal,2398
Marin,2013,Medicare,9283
Marin,2013,Other Government,257
Marin,2013,Other Indigent,26
Marin,2013,Other Payer,57
Marin,2013,Private Coverage,7595
Marin,2013,Self-Pay,447
Marin,2013,Workers' Compensation,85
Marin,2014,County Indigent Program,20
Marin,2014,Medi-Cal,3312
Marin,2014,Medicare,8476
Marin,2014,Other Government,187
Marin,2014,Other Indigent,8
Marin,2014,Other Payer,37
Marin,2014,Private Coverage,7478
Marin,2014,Self-Pay,296
Marin,2014,Workers' Compensation,81
Marin,2015,County Indigent Program,12
Marin,2015,Invalid,1
Marin,2015,Medi-Cal,3371
Marin,2015,Medicare,8670
Marin,2015,Other Government,170
Marin,2015,Other Indigent,3
Marin,2015,Other Payer,34
Marin,2015,Private Coverage,7362
Marin,2015,Self-Pay,242
Marin,2015,Workers' Compensation,72
Marin,2016,County Indigent Program,26
Marin,2016,Invalid,2
Marin,2016,Medi-Cal,3471
Marin,2016,Medicare,8944
Marin,2016,Other Government,156
Marin,2016,Other Indigent,2
Marin,2016,Other Payer,35
Marin,2016,Private Coverage,7432
Marin,2016,Self-Pay,234
Marin,2016,Workers' Compensation,62
Marin,2017,County Indigent Program,22
Marin,2017,Invalid,1
Marin,2017,Medi-Cal,3469
Marin,2017,Medicare,9468
Marin,2017,Other Government,166
Marin,2017,Other Indigent,5
Marin,2017,Other Payer,45
Marin,2017,Private Coverage,7082
Marin,2017,Self-Pay,190
Marin,2017,Workers' Compensation,80
Marin,2018,County Indigent Program,22
Marin,2018,Invalid,6
Marin,2018,Medi-Cal,3204
Marin,2018,Medicare,8997
Marin,2018,Other Government,175
Marin,2018,Other Indigent,6
Marin,2018,Other Payer,43
Marin,2018,Private Coverage,6708
Marin,2018,Self-Pay,193
Marin,2018,Workers' Compensation,72
Marin,2019,County Indigent Program,39
Marin,2019,Medi-Cal,3195
Marin,2019,Medicare,8808
Marin,2019,Other Government,229
Marin,2019,Other Indigent,2
Marin,2019,Other Payer,20
Marin,2019,Private Coverage,6262
Marin,2019,Self-Pay,209
Marin,2019,Workers' Compensation,68
Marin,2020,County Indigent Program,22
Marin,2020,Medi-Cal,3139
Marin,2020,Medicare,7429
Marin,2020,Other Government,205
Marin,2020,Other Indigent,4
Marin,2020,Other Payer,21
Marin,2020,Private Coverage,5921
Marin,2020,Self-Pay,158
Marin,2020,Workers' Compensation,39
Marin,2021,County Indigent Program,21
Marin,2021,Invalid/Blank,9
Marin,2021,Medi-Cal,3311
Marin,2021,Medicare,7968
Marin,2021,Other Government,216
Marin,2021,Other Indigent,1
Marin,2021,Other Payer,24
Marin,2021,Private Coverage,6641
Marin,2021,Self-Pay,127
Marin,2021,Workers' Compensation,41
Marin,2022,County Indigent Program,28
Marin,2022,Invalid/Blank,4
Marin,2022,Medi-Cal,3534
Marin,2022,Medicare,8591
Marin,2022,Other Government,252
Marin,2022,Other Indigent,2
Marin,2022,Other Payer,28
Marin,2022,Private Coverage,6453
Marin,2022,Self-Pay,136
Marin,2022,Workers' Compensation,32
Marin,2023,County Indigent Program,35
Marin,2023,Medi-Cal,3811
Marin,2023,Medicare,9948
Marin,2023,Other Government,286
Marin,2023,Other Payer,12
Marin,2023,Private Coverage,6736
Marin,2023,Self-Pay,94
Marin,2023,Workers' Compensation,43
Mariposa,2012,County Indigent Program,16
Mariposa,2012,Medi-Cal,395
Mariposa,2012,Medicare,918
Mariposa,2012,Other Government,29
Mariposa,2012,Other Indigent,9
Mariposa,2012,Other Payer,13
Mariposa,2012,Private Coverage,442
Mariposa,2012,Self-Pay,32
Mariposa,2012,Workers' Compensation,18
Mariposa,2013,County Indigent Program,16
Mariposa,2013,Medi-Cal,284
Mariposa,2013,Medicare,829
Mariposa,2013,Other Government,29
Mariposa,2013,Other Indigent,10
Mariposa,2013,Other Payer,10
Mariposa,2013,Private Coverage,385
Mariposa,2013,Self-Pay,34
Mariposa,2013,Workers' Compensation,20
Mariposa,2014,County Indigent Program,7
Mariposa,2014,Medi-Cal,309
Mariposa,2014,Medicare,948
Mariposa,2014,Other Government,22
Mariposa,2014,Other Payer,6
Mariposa,2014,Private Coverage,353
Mariposa,2014,Self-Pay,18
Mariposa,2014,Workers' Compensation,22
Mariposa,2015,County Indigent Program,4
Mariposa,2015,Medi-Cal,397
Mariposa,2015,Medicare,936
Mariposa,2015,Other Government,33
Mariposa,2015,Other Indigent,1
Mariposa,2015,Other Payer,13
Mariposa,2015,Private Coverage,427
Mariposa,2015,Self-Pay,11
Mariposa,2015,Workers' Compensation,19
Mariposa,2016,County Indigent Program,6
Mariposa,2016,Medi-Cal,397
Mariposa,2016,Medicare,998
Mariposa,2016,Other Government,16
Mariposa,2016,Other Payer,1
Mariposa,2016,Private Coverage,377
Mariposa,2016,Self-Pay,14
Mariposa,2016,Workers' Compensation,16
Mariposa,2017,County Indigent Program,13
Mariposa,2017,Medi-Cal,391
Mariposa,2017,Medicare,1012
Mariposa,2017,Other Government,23
Mariposa,2017,Other Payer,5
Mariposa,2017,Private Coverage,401
Mariposa,2017,Self-Pay,10
Mariposa,2017,Workers' Compensation,20
Mariposa,2018,County Indigent Program,14
Mariposa,2018,Invalid,5
Mariposa,2018,Medi-Cal,391
Mariposa,2018,Medicare,1000
Mariposa,2018,Other Government,29
Mariposa,2018,Other Payer,4
Mariposa,2018,Private Coverage,409
Mariposa,2018,Self-Pay,20
Mariposa,2018,Workers' Compensation,8
Mariposa,2019,County Indigent Program,10
Mariposa,2019,Medi-Cal,422
Mariposa,2019,Medicare,926
Mariposa,2019,Other Government,41
Mariposa,2019,Other Payer,5
Mariposa,2019,Private Coverage,417
Mariposa,2019,Self-Pay,15
Mariposa,2019,Workers' Compensation,16
Mariposa,2020,County Indigent Program,4
Mariposa,2020,Medi-Cal,367
Mariposa,2020,Medicare,853
Mariposa,2020,Other Government,54
Mariposa,2020,Other Payer,1
Mariposa,2020,Private Coverage,372
Mariposa,2020,Self-Pay,24
Mariposa,2020,Workers' Compensation,8
Mariposa,2021,County Indigent Program,3
Mariposa,2021,Invalid/Blank,1
Mariposa,2021,Medi-Cal,409
Mariposa,2021,Medicare,827
Mariposa,2021,Other Government,53
Mariposa,2021,Other Indigent,2
Mariposa,2021,Other Payer,9
Mariposa,2021,Private Coverage,395
Mariposa,2021,Self-Pay,15
Mariposa,2021,Workers' Compensation,10
Mariposa,2022,County Indigent Program,1
Mariposa,2022,Medi-Cal,345
Mariposa,2022,Medicare,1000
Mariposa,2022,Other Government,48
Mariposa,2022,Other Payer,6
Mariposa,2022,Private Coverage,338
Mariposa,2022,Self-Pay,11
Mariposa,2022,Workers' Compensation,5
Mariposa,2023,County Indigent Program,6
Mariposa,2023,Medi-Cal,405
Mariposa,2023,Medicare,1007
Mariposa,2023,Other Government,55
Mariposa,2023,Other Payer,9
Mariposa,2023,Private Coverage,390
Mariposa,2023,Self-Pay,16
Mariposa,2023,Workers' Compensation,3
Mendocino,2012,County Indigent Program,510
Mendocino,2012,Medi-Cal,2806
Mendocino,2012,Medicare,3831
Mendocino,2012,Other Government,189
Mendocino,2012,Other Indigent,61
Mendocino,2012,Other Payer,9
Mendocino,2012,Private Coverage,1994
Mendocino,2012,Self-Pay,130
Mendocino,2012,Workers' Compensation,78
Mendocino,2013,County Indigent Program,492
Mendocino,2013,Invalid,26
Mendocino,2013,Medi-Cal,2619
Mendocino,2013,Medicare,3952
Mendocino,2013,Other Government,213
Mendocino,2013,Other Indigent,65
Mendocino,2013,Other Payer,14
Mendocino,2013,Private Coverage,1869
Mendocino,2013,Self-Pay,151
Mendocino,2013,Workers' Compensation,102
Mendocino,2014,County Indigent Program,15
Mendocino,2014,Medi-Cal,3337
Mendocino,2014,Medicare,3957
Mendocino,2014,Other Government,270
Mendocino,2014,Other Indigent,4
Mendocino,2014,Other Payer,12
Mendocino,2014,Private Coverage,1769
Mendocino,2014,Self-Pay,87
Mendocino,2014,Workers' Compensation,59
Mendocino,2015,County Indigent Program,9
Mendocino,2015,Invalid,1
Mendocino,2015,Medi-Cal,3224
Mendocino,2015,Medicare,4041
Mendocino,2015,Other Government,339
Mendocino,2015,Other Indigent,3
Mendocino,2015,Other Payer,5
Mendocino,2015,Private Coverage,1745
Mendocino,2015,Self-Pay,66
Mendocino,2015,Workers' Compensation,76
Mendocino,2016,County Indigent Program,7
Mendocino,2016,Invalid,3
Mendocino,2016,Medi-Cal,3302
Mendocino,2016,Medicare,4167
Mendocino,2016,Other Government,307
Mendocino,2016,Other Indigent,5
Mendocino,2016,Other Payer,8
Mendocino,2016,Private Coverage,1655
Mendocino,2016,Self-Pay,76
Mendocino,2016,Workers' Compensation,68
Mendocino,2017,County Indigent Program,6
Mendocino,2017,Medi-Cal,3536
Mendocino,2017,Medicare,4107
Mendocino,2017,Other Government,328
Mendocino,2017,Other Indigent,3
Mendocino,2017,Other Payer,9
Mendocino,2017,Private Coverage,1862
Mendocino,2017,Self-Pay,63
Mendocino,2017,Workers' Compensation,65
Mendocino,2018,County Indigent Program,8
Mendocino,2018,Invalid,1
Mendocino,2018,Medi-Cal,3465
Mendocino,2018,Medicare,4113
Mendocino,2018,Other Government,380
Mendocino,2018,Other Indigent,3
Mendocino,2018,Other Payer,9
Mendocino,2018,Private Coverage,1891
Mendocino,2018,Self-Pay,92
Mendocino,2018,Workers' Compensation,62
Mendocino,2019,County Indigent Program,7
Mendocino,2019,Medi-Cal,3249
Mendocino,2019,Medicare,4246
Mendocino,2019,Other Government,351
Mendocino,2019,Other Indigent,6
Mendocino,2019,Other Payer,9
Mendocino,2019,Private Coverage,1782
Mendocino,2019,Self-Pay,93
Mendocino,2019,Workers' Compensation,73
Mendocino,2020,County Indigent Program,11
Mendocino,2020,Medi-Cal,3043
Mendocino,2020,Medicare,3874
Mendocino,2020,Other Government,339
Mendocino,2020,Other Payer,11
Mendocino,2020,Private Coverage,1664
Mendocino,2020,Self-Pay,90
Mendocino,2020,Workers' Compensation,52
Mendocino,2021,County Indigent Program,14
Mendocino,2021,Invalid/Blank,9
Mendocino,2021,Medi-Cal,3062
Mendocino,2021,Medicare,3933
Mendocino,2021,Other Government,307
Mendocino,2021,Other Payer,13
Mendocino,2021,Private Coverage,1858
Mendocino,2021,Self-Pay,87
Mendocino,2021,Workers' Compensation,45
Mendocino,2022,County Indigent Program,7
Mendocino,2022,Invalid/Blank,2
Mendocino,2022,Medi-Cal,2406
Mendocino,2022,Medicare,4117
Mendocino,2022,Other Government,386
Mendocino,2022,Other Indigent,1
Mendocino,2022,Other Payer,17
Mendocino,2022,Private Coverage,1984
Mendocino,2022,Self-Pay,82
Mendocino,2022,Workers' Compensation,45
Mendocino,2023,County Indigent Program,17
Mendocino,2023,Invalid/Blank,2
Mendocino,2023,Medi-Cal,2043
Mendocino,2023,Medicare,4148
Mendocino,2023,Other Government,323
Mendocino,2023,Other Payer,1
Mendocino,2023,Private Coverage,2694
Mendocino,2023,Self-Pay,64
Mendocino,2023,Workers' Compensation,39
Merced,2012,County Indigent Program,288
Merced,2012,Medi-Cal,10210
Merced,2012,Medicare,7670
Merced,2012,Other Government,356
Merced,2012,Other Indigent,123
Merced,2012,Other Payer,227
Merced,2012,Private Coverage,5745
Merced,2012,Self-Pay,891
Merced,2012,Workers' Compensation,139
Merced,2013,County Indigent Program,234
Merced,2013,Medi-Cal,8954
Merced,2013,Medicare,7985
Merced,2013,Other Government,385
Merced,2013,Other Indigent,80
Merced,2013,Other Payer,122
Merced,2013,Private Coverage,5739
Merced,2013,Self-Pay,794
Merced,2013,Workers' Compensation,140
Merced,2014,County Indigent Program,28
Merced,2014,Invalid,1
Merced,2014,Medi-Cal,9633
Merced,2014,Medicare,7655
Merced,2014,Other Government,364
Merced,2014,Other Indigent,33
Merced,2014,Other Payer,130
Merced,2014,Private Coverage,5729
Merced,2014,Self-Pay,285
Merced,2014,Workers' Compensation,180
Merced,2015,County Indigent Program,47
Merced,2015,Invalid,1
Merced,2015,Medi-Cal,11735
Merced,2015,Medicare,8313
Merced,2015,Other Government,379
Merced,2015,Other Indigent,20
Merced,2015,Other Payer,153
Merced,2015,Private Coverage,6019
Merced,2015,Self-Pay,135
Merced,2015,Workers' Compensation,145
Merced,2016,County Indigent Program,21
Merced,2016,Invalid,10
Merced,2016,Medi-Cal,11966
Merced,2016,Medicare,9174
Merced,2016,Other Government,371
Merced,2016,Other Indigent,22
Merced,2016,Other Payer,48
Merced,2016,Private Coverage,6092
Merced,2016,Self-Pay,209
Merced,2016,Workers' Compensation,130
Merced,2017,County Indigent Program,84
Merced,2017,Invalid,2
Merced,2017,Medi-Cal,12576
Merced,2017,Medicare,9506
Merced,2017,Other Government,456
Merced,2017,Other Indigent,12
Merced,2017,Other Payer,112
Merced,2017,Private Coverage,6406
Merced,2017,Self-Pay,237
Merced,2017,Workers' Compensation,137
Merced,2018,County Indigent Program,50
Merced,2018,Invalid,85
